λ,Φ,ΔΦ,species
585.0,0.999,NaN,NO2
586.0,0.961,NaN,NO2
587.0,0.905,NaN,NO2
588.0,0.779,NaN,NO2
589.0,0.716,NaN,NO2
590.0,0.602,NaN,NO2
591.0,0.551,NaN,NO2
592.0,0.505,NaN,NO2
593.0,0.424,NaN,NO2
594.0,0.39,NaN,NO2
595.0,0.332,NaN,NO2
596.0,0.307,NaN,NO2
597.0,0.285,NaN,NO2
598.0,0.249,NaN,NO2
599.0,0.229,NaN,NO2
600.0,0.196,NaN,NO2
601.0,0.17,NaN,NO2
602.0,0.153,NaN,NO2
603.0,0.123,NaN,NO2
604.0,0.111,NaN,NO2
605.0,0.0944,NaN,NO2
606.0,0.08,NaN,NO2
607.0,0.0719,NaN,NO2
608.0,0.0621,NaN,NO2
609.0,0.053,NaN,NO2
610.0,0.0481,NaN,NO2
611.0,0.0422,NaN,NO2
612.0,0.0362,NaN,NO2
613.0,0.0326,NaN,NO2
614.0,0.028,NaN,NO2
615.0,0.0229,NaN,NO2
616.0,0.0202,NaN,NO2
617.0,0.0173,NaN,NO2
618.0,0.0138,NaN,NO2
619.0,0.0121,NaN,NO2
620.0,0.0102,NaN,NO2
621.0,0.00803,NaN,NO2
622.0,0.00699,NaN,NO2
623.0,0.00607,NaN,NO2
624.0,0.0048,NaN,NO2
625.0,0.00394,NaN,NO2
626.0,0.00339,NaN,NO2
627.0,0.00283,NaN,NO2
628.0,0.00226,NaN,NO2
629.0,0.00181,NaN,NO2
630.0,0.00153,NaN,NO2
631.0,0.00129,NaN,NO2
632.0,0.000969,NaN,NO2
633.0,0.000838,NaN,NO2
634.0,0.000724,NaN,NO2
635.0,0.000624,NaN,NO2
636.0,0.000462,NaN,NO2
637.0,0.000396,NaN,NO2
638.0,0.000338,NaN,NO2
639.0,0.000288,NaN,NO2
640.0,0.000224,NaN,NO2
585.0,0.999,NaN,O
586.0,0.961,NaN,O
587.0,0.905,NaN,O
588.0,0.779,NaN,O
589.0,0.716,NaN,O
590.0,0.602,NaN,O
591.0,0.551,NaN,O
592.0,0.505,NaN,O
593.0,0.424,NaN,O
594.0,0.39,NaN,O
595.0,0.332,NaN,O
596.0,0.307,NaN,O
597.0,0.285,NaN,O
598.0,0.249,NaN,O
599.0,0.229,NaN,O
600.0,0.196,NaN,O
601.0,0.17,NaN,O
602.0,0.153,NaN,O
603.0,0.123,NaN,O
604.0,0.111,NaN,O
605.0,0.0944,NaN,O
606.0,0.08,NaN,O
607.0,0.0719,NaN,O
608.0,0.0621,NaN,O
609.0,0.053,NaN,O
610.0,0.0481,NaN,O
611.0,0.0422,NaN,O
612.0,0.0362,NaN,O
613.0,0.0326,NaN,O
614.0,0.028,NaN,O
615.0,0.0229,NaN,O
616.0,0.0202,NaN,O
617.0,0.0173,NaN,O
618.0,0.0138,NaN,O
619.0,0.0121,NaN,O
620.0,0.0102,NaN,O
621.0,0.00803,NaN,O
622.0,0.00699,NaN,O
623.0,0.00607,NaN,O
624.0,0.0048,NaN,O
625.0,0.00394,NaN,O
626.0,0.00339,NaN,O
627.0,0.00283,NaN,O
628.0,0.00226,NaN,O
629.0,0.00181,NaN,O
630.0,0.00153,NaN,O
631.0,0.00129,NaN,O
632.0,0.000969,NaN,O
633.0,0.000838,NaN,O
634.0,0.000724,NaN,O
635.0,0.000624,NaN,O
636.0,0.000462,NaN,O
637.0,0.000396,NaN,O
638.0,0.000338,NaN,O
639.0,0.000288,NaN,O
640.0,0.000224,NaN,O
