λ,Φ,ΔΦ,species
586.0,0.958,NaN,NO2
587.0,0.916,NaN,NO2
588.0,0.874,NaN,NO2
589.0,0.832,NaN,NO2
590.0,0.801,NaN,NO2
591.0,0.77,NaN,NO2
592.0,0.75,NaN,NO2
593.0,0.729,NaN,NO2
594.0,0.709,NaN,NO2
595.0,0.69,NaN,NO2
596.0,0.67,NaN,NO2
597.0,0.65,NaN,NO2
598.0,0.631,NaN,NO2
599.0,0.611,NaN,NO2
600.0,0.592,NaN,NO2
601.0,0.573,NaN,NO2
602.0,0.554,NaN,NO2
603.0,0.534,NaN,NO2
604.0,0.516,NaN,NO2
605.0,0.497,NaN,NO2
606.0,0.478,NaN,NO2
607.0,0.459,NaN,NO2
608.0,0.441,NaN,NO2
609.0,0.422,NaN,NO2
610.0,0.404,NaN,NO2
611.0,0.386,NaN,NO2
612.0,0.368,NaN,NO2
613.0,0.35,NaN,NO2
614.0,0.332,NaN,NO2
615.0,0.314,NaN,NO2
616.0,0.296,NaN,NO2
617.0,0.278,NaN,NO2
618.0,0.261,NaN,NO2
619.0,0.243,NaN,NO2
620.0,0.209,NaN,NO2
621.0,0.141,NaN,NO2
622.0,0.095,NaN,NO2
623.0,0.076,NaN,NO2
624.0,0.122,NaN,NO2
625.0,0.159,NaN,NO2
626.0,0.122,NaN,NO2
627.0,0.106,NaN,NO2
628.0,0.096,NaN,NO2
629.0,0.095,NaN,NO2
630.0,0.112,NaN,NO2
631.0,0.13,NaN,NO2
632.0,0.108,NaN,NO2
633.0,0.087,NaN,NO2
634.0,0.066,NaN,NO2
635.0,0.045,NaN,NO2
636.0,0.02,NaN,NO2
637.0,0.01,NaN,NO2
586.0,0.958,NaN,O
587.0,0.916,NaN,O
588.0,0.874,NaN,O
589.0,0.832,NaN,O
590.0,0.801,NaN,O
591.0,0.77,NaN,O
592.0,0.75,NaN,O
593.0,0.729,NaN,O
594.0,0.709,NaN,O
595.0,0.69,NaN,O
596.0,0.67,NaN,O
597.0,0.65,NaN,O
598.0,0.631,NaN,O
599.0,0.611,NaN,O
600.0,0.592,NaN,O
601.0,0.573,NaN,O
602.0,0.554,NaN,O
603.0,0.534,NaN,O
604.0,0.516,NaN,O
605.0,0.497,NaN,O
606.0,0.478,NaN,O
607.0,0.459,NaN,O
608.0,0.441,NaN,O
609.0,0.422,NaN,O
610.0,0.404,NaN,O
611.0,0.386,NaN,O
612.0,0.368,NaN,O
613.0,0.35,NaN,O
614.0,0.332,NaN,O
615.0,0.314,NaN,O
616.0,0.296,NaN,O
617.0,0.278,NaN,O
618.0,0.261,NaN,O
619.0,0.243,NaN,O
620.0,0.209,NaN,O
621.0,0.141,NaN,O
622.0,0.095,NaN,O
623.0,0.076,NaN,O
624.0,0.122,NaN,O
625.0,0.159,NaN,O
626.0,0.122,NaN,O
627.0,0.106,NaN,O
628.0,0.096,NaN,O
629.0,0.095,NaN,O
630.0,0.112,NaN,O
631.0,0.13,NaN,O
632.0,0.108,NaN,O
633.0,0.087,NaN,O
634.0,0.066,NaN,O
635.0,0.045,NaN,O
636.0,0.02,NaN,O
637.0,0.01,NaN,O
