λ,Φ,ΔΦ,species
510.0,0.8,NaN,NO2
530.0,0.8,NaN,NO2
570.0,0.8,NaN,NO2
610.0,0.081,NaN,NO2
645.0,0.081,NaN,NO2
700.0,0.081,NaN,NO2
510.0,0.8,NaN,O
530.0,0.8,NaN,O
570.0,0.8,NaN,O
610.0,0.081,NaN,O
645.0,0.081,NaN,O
700.0,0.081,NaN,O
