λ,Φ,ΔΦ,species
205.0,0.25,0.05,Cl₂
206.0,0.25,0.05,Cl₂
207.0,0.25,0.05,Cl₂
208.0,0.25,0.05,Cl₂
209.0,0.25,0.05,Cl₂
210.0,0.25,0.05,Cl₂
211.0,0.25,0.05,Cl₂
212.0,0.25,0.05,Cl₂
213.0,0.25,0.05,Cl₂
214.0,0.25,0.05,Cl₂
215.0,0.25,0.05,Cl₂
216.0,0.25,0.05,Cl₂
217.0,0.25,0.05,Cl₂
218.0,0.25,0.05,Cl₂
219.0,0.25,0.05,Cl₂
220.0,0.25,0.05,Cl₂
221.0,0.25,0.05,Cl₂
222.0,0.25,0.05,Cl₂
223.0,0.25,0.05,Cl₂
224.0,0.25,0.05,Cl₂
225.0,0.25,0.05,Cl₂
226.0,0.25,0.05,Cl₂
227.0,0.25,0.05,Cl₂
228.0,0.25,0.05,Cl₂
229.0,0.25,0.05,Cl₂
230.0,0.25,0.05,Cl₂
231.0,0.25,0.05,Cl₂
232.0,0.25,0.05,Cl₂
233.0,0.25,0.05,Cl₂
234.0,0.25,0.05,Cl₂
235.0,0.25,0.05,Cl₂
236.0,0.25,0.05,Cl₂
237.0,0.25,0.05,Cl₂
238.0,0.25,0.05,Cl₂
239.0,0.25,0.05,Cl₂
240.0,0.25,0.05,Cl₂
241.0,0.25,0.05,Cl₂
242.0,0.25,0.05,Cl₂
243.0,0.25,0.05,Cl₂
244.0,0.25,0.05,Cl₂
245.0,0.25,0.05,Cl₂
246.0,0.25,0.05,Cl₂
247.0,0.25,0.05,Cl₂
248.0,0.25,0.05,Cl₂
249.0,0.25,0.05,Cl₂
250.0,0.25,0.05,Cl₂
251.0,0.25,0.05,Cl₂
252.0,0.25,0.05,Cl₂
253.0,0.25,0.05,Cl₂
254.0,0.25,0.05,Cl₂
255.0,0.25,0.05,Cl₂
256.0,0.25,0.05,Cl₂
257.0,0.25,0.05,Cl₂
258.0,0.25,0.05,Cl₂
259.0,0.25,0.05,Cl₂
260.0,0.25,0.05,Cl₂
261.0,0.25,0.05,Cl₂
262.0,0.25,0.05,Cl₂
263.0,0.25,0.05,Cl₂
264.0,0.25,0.05,Cl₂
265.0,0.25,0.05,Cl₂
266.0,0.25,0.05,Cl₂
267.0,0.25,0.05,Cl₂
268.0,0.25,0.05,Cl₂
269.0,0.25,0.05,Cl₂
270.0,0.25,0.05,Cl₂
271.0,0.25,0.05,Cl₂
272.0,0.25,0.05,Cl₂
273.0,0.25,0.05,Cl₂
274.0,0.25,0.05,Cl₂
275.0,0.25,0.05,Cl₂
276.0,0.25,0.05,Cl₂
277.0,0.25,0.05,Cl₂
278.0,0.25,0.05,Cl₂
279.0,0.25,0.05,Cl₂
280.0,0.25,0.05,Cl₂
281.0,0.25,0.05,Cl₂
282.0,0.25,0.05,Cl₂
283.0,0.25,0.05,Cl₂
284.0,0.25,0.05,Cl₂
285.0,0.25,0.05,Cl₂
286.0,0.25,0.05,Cl₂
287.0,0.25,0.05,Cl₂
288.0,0.25,0.05,Cl₂
289.0,0.25,0.05,Cl₂
290.0,0.25,0.05,Cl₂
291.0,0.25,0.05,Cl₂
292.0,0.25,0.05,Cl₂
293.0,0.25,0.05,Cl₂
294.0,0.25,0.05,Cl₂
295.0,0.25,0.05,Cl₂
296.0,0.25,0.05,Cl₂
297.0,0.25,0.05,Cl₂
298.0,0.25,0.05,Cl₂
299.0,0.25,0.05,Cl₂
300.0,0.25,0.05,Cl₂
301.0,0.25,0.05,Cl₂
302.0,0.25,0.05,Cl₂
303.0,0.25,0.05,Cl₂
304.0,0.25,0.05,Cl₂
305.0,0.25,0.05,Cl₂
306.0,0.25,0.05,Cl₂
307.0,0.25,0.05,Cl₂
308.0,0.25,0.05,Cl₂
309.0,0.25,0.05,Cl₂
310.0,0.25,0.05,Cl₂
311.0,0.25,0.05,Cl₂
312.0,0.25,0.05,Cl₂
313.0,0.25,0.05,Cl₂
314.0,0.25,0.05,Cl₂
315.0,0.25,0.05,Cl₂
316.0,0.25,0.05,Cl₂
317.0,0.25,0.05,Cl₂
318.0,0.25,0.05,Cl₂
319.0,0.25,0.05,Cl₂
320.0,0.25,0.05,Cl₂
321.0,0.25,0.05,Cl₂
322.0,0.25,0.05,Cl₂
323.0,0.25,0.05,Cl₂
324.0,0.25,0.05,Cl₂
325.0,0.25,0.05,Cl₂
326.0,0.25,0.05,Cl₂
327.0,0.25,0.05,Cl₂
328.0,0.25,0.05,Cl₂
329.0,0.25,0.05,Cl₂
330.0,0.25,0.05,Cl₂
331.0,0.25,0.05,Cl₂
332.0,0.25,0.05,Cl₂
333.0,0.25,0.05,Cl₂
334.0,0.25,0.05,Cl₂
335.0,0.25,0.05,Cl₂
336.0,0.25,0.05,Cl₂
337.0,0.25,0.05,Cl₂
338.0,0.25,0.05,Cl₂
339.0,0.25,0.05,Cl₂
340.0,0.25,0.05,Cl₂
341.0,0.25,0.05,Cl₂
342.0,0.25,0.05,Cl₂
343.0,0.25,0.05,Cl₂
344.0,0.25,0.05,Cl₂
345.0,0.25,0.05,Cl₂
346.0,0.25,0.05,Cl₂
347.0,0.25,0.05,Cl₂
348.0,0.25,0.05,Cl₂
349.0,0.25,0.05,Cl₂
350.0,0.25,0.05,Cl₂
351.0,0.25,0.05,Cl₂
352.0,0.25,0.05,Cl₂
353.0,0.25,0.05,Cl₂
354.0,0.25,0.05,Cl₂
355.0,0.25,0.05,Cl₂
356.0,0.25,0.05,Cl₂
357.0,0.25,0.05,Cl₂
358.0,0.25,0.05,Cl₂
359.0,0.25,0.05,Cl₂
360.0,0.25,0.05,Cl₂
361.0,0.25,0.05,Cl₂
362.0,0.25,0.05,Cl₂
363.0,0.25,0.05,Cl₂
364.0,0.25,0.05,Cl₂
365.0,0.25,0.05,Cl₂
366.0,0.25,0.05,Cl₂
367.0,0.25,0.05,Cl₂
368.0,0.25,0.05,Cl₂
369.0,0.25,0.05,Cl₂
370.0,0.25,0.05,Cl₂
371.0,0.25,0.05,Cl₂
372.0,0.25,0.05,Cl₂
373.0,0.25,0.05,Cl₂
374.0,0.25,0.05,Cl₂
375.0,0.25,0.05,Cl₂
376.0,0.25,0.05,Cl₂
377.0,0.25,0.05,Cl₂
378.0,0.25,0.05,Cl₂
379.0,0.25,0.05,Cl₂
380.0,0.25,0.05,Cl₂
381.0,0.25,0.05,Cl₂
382.0,0.25,0.05,Cl₂
383.0,0.25,0.05,Cl₂
384.0,0.25,0.05,Cl₂
385.0,0.25,0.05,Cl₂
386.0,0.25,0.05,Cl₂
387.0,0.25,0.05,Cl₂
388.0,0.25,0.05,Cl₂
389.0,0.25,0.05,Cl₂
390.0,0.25,0.05,Cl₂
391.0,0.25,0.05,Cl₂
392.0,0.25,0.05,Cl₂
393.0,0.25,0.05,Cl₂
394.0,0.25,0.05,Cl₂
395.0,0.25,0.05,Cl₂
396.0,0.25,0.05,Cl₂
397.0,0.25,0.05,Cl₂
398.0,0.25,0.05,Cl₂
399.0,0.25,0.05,Cl₂
400.0,0.25,0.05,Cl₂
