reaction,download_url,T2,λ2,author_year,comments,λ1,name,doi,T1,fname
CH3CHO → CO,https://uv-vis-spectral-atlas-mainz.org//uvvis_data/quantum_yields/Organics%20(carbonyls)/Aldehydes(aliphatic)/CH3CHO%7BCO%7D_Meyrahn(1984)_298K_257-327nm(air).txt,NaN,327.0,Meyrahn(1984),"Pressure 730-868 Torr, total CO yield",257.0,acetaldehyde → CO,,298.0,quantum-yields/Organics (carbonyls)/Aldehydes(aliphatic)/CH3CHO → CO/CH3CHO{CO}_Meyrahn(1984)_298K_257-327nm(air).csv
CH3CHO → CO,https://uv-vis-spectral-atlas-mainz.org//uvvis_data/quantum_yields/Organics%20(carbonyls)/Aldehydes(aliphatic)/CH3CHO%7BCO%7D_Meyrahn(1984)_298K_257-327nm(N2).txt,NaN,327.0,Meyrahn(1984),Pressure 730-868 Torr,257.0,acetaldehyde → CO,,298.0,quantum-yields/Organics (carbonyls)/Aldehydes(aliphatic)/CH3CHO → CO/CH3CHO{CO}_Meyrahn(1984)_298K_257-327nm(N2).csv
