λ,Φ,ΔΦ,species
270.6,0.329,NaN,H
278.1,0.445,NaN,H
285.6,0.628,NaN,H
294.9,0.839,NaN,H
304.4,0.785,NaN,H
315.3,0.709,NaN,H
327.0,0.313,NaN,H
339.3,-0.001,NaN,H
353.1,-0.007,NaN,H
270.6,0.329,NaN,HCO
278.1,0.445,NaN,HCO
285.6,0.628,NaN,HCO
294.9,0.839,NaN,HCO
304.4,0.785,NaN,HCO
315.3,0.709,NaN,HCO
327.0,0.313,NaN,HCO
339.3,-0.001,NaN,HCO
353.1,-0.007,NaN,HCO
