λ,Φ,ΔΦ,species
304.56,0.888,NaN,O(1D)
304.68,0.887,NaN,O(1D)
304.87,0.88,NaN,O(1D)
304.87,0.868,NaN,O(1D)
304.99,0.856,NaN,O(1D)
305.11,0.849,NaN,O(1D)
305.24,0.845,NaN,O(1D)
305.42,0.841,NaN,O(1D)
305.48,0.833,NaN,O(1D)
305.55,0.829,NaN,O(1D)
305.67,0.833,NaN,O(1D)
305.79,0.841,NaN,O(1D)
305.92,0.845,NaN,O(1D)
306.04,0.837,NaN,O(1D)
306.23,0.833,NaN,O(1D)
306.47,0.841,NaN,O(1D)
306.66,0.829,NaN,O(1D)
306.78,0.817,NaN,O(1D)
306.97,0.81,NaN,O(1D)
307.03,0.794,NaN,O(1D)
307.15,0.775,NaN,O(1D)
307.4,0.763,NaN,O(1D)
307.46,0.751,NaN,O(1D)
307.58,0.732,NaN,O(1D)
307.64,0.72,NaN,O(1D)
307.82,0.705,NaN,O(1D)
307.95,0.693,NaN,O(1D)
308.07,0.682,NaN,O(1D)
308.19,0.658,NaN,O(1D)
308.32,0.643,NaN,O(1D)
308.5,0.627,NaN,O(1D)
308.56,0.612,NaN,O(1D)
308.68,0.588,NaN,O(1D)
308.8,0.565,NaN,O(1D)
308.99,0.546,NaN,O(1D)
309.05,0.53,NaN,O(1D)
309.17,0.511,NaN,O(1D)
309.23,0.484,NaN,O(1D)
309.35,0.46,NaN,O(1D)
309.35,0.445,NaN,O(1D)
309.47,0.41,NaN,O(1D)
309.47,0.379,NaN,O(1D)
309.66,0.363,NaN,O(1D)
309.84,0.332,NaN,O(1D)
309.9,0.305,NaN,O(1D)
310.02,0.278,NaN,O(1D)
310.33,0.251,NaN,O(1D)
310.63,0.224,NaN,O(1D)
310.82,0.197,NaN,O(1D)
311.06,0.173,NaN,O(1D)
311.43,0.154,NaN,O(1D)
311.68,0.134,NaN,O(1D)
311.93,0.131,NaN,O(1D)
312.05,0.138,NaN,O(1D)
312.24,0.138,NaN,O(1D)
312.48,0.134,NaN,O(1D)
312.79,0.119,NaN,O(1D)
313.04,0.099,NaN,O(1D)
313.35,0.095,NaN,O(1D)
313.53,0.107,NaN,O(1D)
304.56,0.888,NaN,O2
304.68,0.887,NaN,O2
304.87,0.88,NaN,O2
304.87,0.868,NaN,O2
304.99,0.856,NaN,O2
305.11,0.849,NaN,O2
305.24,0.845,NaN,O2
305.42,0.841,NaN,O2
305.48,0.833,NaN,O2
305.55,0.829,NaN,O2
305.67,0.833,NaN,O2
305.79,0.841,NaN,O2
305.92,0.845,NaN,O2
306.04,0.837,NaN,O2
306.23,0.833,NaN,O2
306.47,0.841,NaN,O2
306.66,0.829,NaN,O2
306.78,0.817,NaN,O2
306.97,0.81,NaN,O2
307.03,0.794,NaN,O2
307.15,0.775,NaN,O2
307.4,0.763,NaN,O2
307.46,0.751,NaN,O2
307.58,0.732,NaN,O2
307.64,0.72,NaN,O2
307.82,0.705,NaN,O2
307.95,0.693,NaN,O2
308.07,0.682,NaN,O2
308.19,0.658,NaN,O2
308.32,0.643,NaN,O2
308.5,0.627,NaN,O2
308.56,0.612,NaN,O2
308.68,0.588,NaN,O2
308.8,0.565,NaN,O2
308.99,0.546,NaN,O2
309.05,0.53,NaN,O2
309.17,0.511,NaN,O2
309.23,0.484,NaN,O2
309.35,0.46,NaN,O2
309.35,0.445,NaN,O2
309.47,0.41,NaN,O2
309.47,0.379,NaN,O2
309.66,0.363,NaN,O2
309.84,0.332,NaN,O2
309.9,0.305,NaN,O2
310.02,0.278,NaN,O2
310.33,0.251,NaN,O2
310.63,0.224,NaN,O2
310.82,0.197,NaN,O2
311.06,0.173,NaN,O2
311.43,0.154,NaN,O2
311.68,0.134,NaN,O2
311.93,0.131,NaN,O2
312.05,0.138,NaN,O2
312.24,0.138,NaN,O2
312.48,0.134,NaN,O2
312.79,0.119,NaN,O2
313.04,0.099,NaN,O2
313.35,0.095,NaN,O2
313.53,0.107,NaN,O2
