λ,Φ,ΔΦ,species
300.0,0.93,NaN,O(1D)
302.0,0.95,NaN,O(1D)
304.0,0.89,NaN,O(1D)
305.0,1.02,NaN,O(1D)
306.0,0.95,NaN,O(1D)
307.0,0.95,NaN,O(1D)
308.0,1.02,NaN,O(1D)
309.0,0.8,NaN,O(1D)
310.0,0.64,NaN,O(1D)
311.0,0.42,NaN,O(1D)
312.0,0.32,NaN,O(1D)
313.0,0.28,NaN,O(1D)
314.0,0.24,NaN,O(1D)
316.0,0.23,NaN,O(1D)
318.0,0.19,NaN,O(1D)
320.0,0.13,NaN,O(1D)
322.0,0.12,NaN,O(1D)
324.0,0.1,NaN,O(1D)
326.0,0.14,NaN,O(1D)
338.0,0.12,NaN,O(1D)
300.0,0.93,NaN,O2
302.0,0.95,NaN,O2
304.0,0.89,NaN,O2
305.0,1.02,NaN,O2
306.0,0.95,NaN,O2
307.0,0.95,NaN,O2
308.0,1.02,NaN,O2
309.0,0.8,NaN,O2
310.0,0.64,NaN,O2
311.0,0.42,NaN,O2
312.0,0.32,NaN,O2
313.0,0.28,NaN,O2
314.0,0.24,NaN,O2
316.0,0.23,NaN,O2
318.0,0.19,NaN,O2
320.0,0.13,NaN,O2
322.0,0.12,NaN,O2
324.0,0.1,NaN,O2
326.0,0.14,NaN,O2
338.0,0.12,NaN,O2
