λ,Φ,ΔΦ,species
305.0,0.85,NaN,O(1D)
306.0,0.825,NaN,O(1D)
307.0,0.8,NaN,O(1D)
308.0,0.795,NaN,O(1D)
309.0,0.605,NaN,O(1D)
310.0,0.39,NaN,O(1D)
311.0,0.31,NaN,O(1D)
312.0,0.255,NaN,O(1D)
313.0,0.23,NaN,O(1D)
314.0,0.215,NaN,O(1D)
315.0,0.24,NaN,O(1D)
316.0,0.225,NaN,O(1D)
317.0,0.225,NaN,O(1D)
318.0,0.22,NaN,O(1D)
319.0,0.24,NaN,O(1D)
320.0,0.145,NaN,O(1D)
321.0,0.14,NaN,O(1D)
322.0,0.095,NaN,O(1D)
323.0,0.085,NaN,O(1D)
324.0,0.08,NaN,O(1D)
325.0,0.075,NaN,O(1D)
326.0,0.075,NaN,O(1D)
327.0,0.065,NaN,O(1D)
328.0,0.06,NaN,O(1D)
329.0,0.063,NaN,O(1D)
330.0,0.067,NaN,O(1D)
331.0,0.059,NaN,O(1D)
332.0,0.067,NaN,O(1D)
333.0,0.052,NaN,O(1D)
334.0,0.066,NaN,O(1D)
335.0,0.059,NaN,O(1D)
336.0,0.056,NaN,O(1D)
337.0,0.052,NaN,O(1D)
338.0,0.063,NaN,O(1D)
339.0,0.052,NaN,O(1D)
340.0,0.055,NaN,O(1D)
341.0,0.059,NaN,O(1D)
342.0,0.062,NaN,O(1D)
343.0,0.059,NaN,O(1D)
344.0,0.073,NaN,O(1D)
345.0,0.069,NaN,O(1D)
346.0,0.059,NaN,O(1D)
347.0,0.062,NaN,O(1D)
348.0,0.066,NaN,O(1D)
349.0,0.062,NaN,O(1D)
350.0,0.058,NaN,O(1D)
351.0,0.09,NaN,O(1D)
352.0,0.094,NaN,O(1D)
353.0,0.073,NaN,O(1D)
354.0,0.076,NaN,O(1D)
355.0,0.08,NaN,O(1D)
356.0,0.087,NaN,O(1D)
357.0,0.123,NaN,O(1D)
358.0,0.065,NaN,O(1D)
359.0,0.062,NaN,O(1D)
360.0,0.058,NaN,O(1D)
362.0,0.097,NaN,O(1D)
364.0,0.083,NaN,O(1D)
366.0,0.09,NaN,O(1D)
368.0,0.068,NaN,O(1D)
370.0,0.075,NaN,O(1D)
375.0,0.061,NaN,O(1D)
305.0,0.85,NaN,O2
306.0,0.825,NaN,O2
307.0,0.8,NaN,O2
308.0,0.795,NaN,O2
309.0,0.605,NaN,O2
310.0,0.39,NaN,O2
311.0,0.31,NaN,O2
312.0,0.255,NaN,O2
313.0,0.23,NaN,O2
314.0,0.215,NaN,O2
315.0,0.24,NaN,O2
316.0,0.225,NaN,O2
317.0,0.225,NaN,O2
318.0,0.22,NaN,O2
319.0,0.24,NaN,O2
320.0,0.145,NaN,O2
321.0,0.14,NaN,O2
322.0,0.095,NaN,O2
323.0,0.085,NaN,O2
324.0,0.08,NaN,O2
325.0,0.075,NaN,O2
326.0,0.075,NaN,O2
327.0,0.065,NaN,O2
328.0,0.06,NaN,O2
329.0,0.063,NaN,O2
330.0,0.067,NaN,O2
331.0,0.059,NaN,O2
332.0,0.067,NaN,O2
333.0,0.052,NaN,O2
334.0,0.066,NaN,O2
335.0,0.059,NaN,O2
336.0,0.056,NaN,O2
337.0,0.052,NaN,O2
338.0,0.063,NaN,O2
339.0,0.052,NaN,O2
340.0,0.055,NaN,O2
341.0,0.059,NaN,O2
342.0,0.062,NaN,O2
343.0,0.059,NaN,O2
344.0,0.073,NaN,O2
345.0,0.069,NaN,O2
346.0,0.059,NaN,O2
347.0,0.062,NaN,O2
348.0,0.066,NaN,O2
349.0,0.062,NaN,O2
350.0,0.058,NaN,O2
351.0,0.09,NaN,O2
352.0,0.094,NaN,O2
353.0,0.073,NaN,O2
354.0,0.076,NaN,O2
355.0,0.08,NaN,O2
356.0,0.087,NaN,O2
357.0,0.123,NaN,O2
358.0,0.065,NaN,O2
359.0,0.062,NaN,O2
360.0,0.058,NaN,O2
362.0,0.097,NaN,O2
364.0,0.083,NaN,O2
366.0,0.09,NaN,O2
368.0,0.068,NaN,O2
370.0,0.075,NaN,O2
375.0,0.061,NaN,O2
