λ,Φ,ΔΦ,species
274.0,0.86,NaN,O(1D)
275.0,0.89,NaN,O(1D)
276.0,0.9,NaN,O(1D)
277.0,0.95,NaN,O(1D)
278.0,0.94,NaN,O(1D)
279.0,0.94,NaN,O(1D)
280.0,0.94,NaN,O(1D)
281.0,0.92,NaN,O(1D)
282.0,0.93,NaN,O(1D)
283.0,0.95,NaN,O(1D)
284.0,0.94,NaN,O(1D)
285.0,1.0,NaN,O(1D)
286.0,1.1,NaN,O(1D)
287.0,0.99,NaN,O(1D)
288.0,1.01,NaN,O(1D)
289.0,0.96,NaN,O(1D)
290.0,0.95,NaN,O(1D)
291.0,0.98,NaN,O(1D)
292.0,1.02,NaN,O(1D)
293.0,1.01,NaN,O(1D)
294.0,0.97,NaN,O(1D)
295.0,1.02,NaN,O(1D)
296.0,0.97,NaN,O(1D)
297.0,1.02,NaN,O(1D)
298.0,0.96,NaN,O(1D)
299.0,0.98,NaN,O(1D)
300.0,1.0,NaN,O(1D)
301.0,1.01,NaN,O(1D)
302.0,0.97,NaN,O(1D)
303.0,1.01,NaN,O(1D)
304.0,0.97,NaN,O(1D)
305.0,1.03,NaN,O(1D)
305.5,1.03,NaN,O(1D)
306.0,0.97,NaN,O(1D)
306.5,0.96,NaN,O(1D)
307.0,0.98,NaN,O(1D)
307.5,0.91,NaN,O(1D)
308.0,0.79,NaN,O(1D)
308.5,0.72,NaN,O(1D)
309.0,0.71,NaN,O(1D)
309.5,0.61,NaN,O(1D)
310.0,0.56,NaN,O(1D)
310.5,0.48,NaN,O(1D)
311.0,0.4,NaN,O(1D)
311.5,0.29,NaN,O(1D)
312.0,0.34,NaN,O(1D)
313.0,0.31,NaN,O(1D)
314.0,0.31,NaN,O(1D)
315.0,0.27,NaN,O(1D)
316.0,0.24,NaN,O(1D)
317.0,0.25,NaN,O(1D)
318.0,0.23,NaN,O(1D)
319.0,0.22,NaN,O(1D)
319.5,0.23,NaN,O(1D)
320.0,0.21,NaN,O(1D)
320.5,0.09,NaN,O(1D)
321.0,0.1,NaN,O(1D)
322.5,0.11,NaN,O(1D)
325.0,0.08,NaN,O(1D)
274.0,0.86,NaN,O2
275.0,0.89,NaN,O2
276.0,0.9,NaN,O2
277.0,0.95,NaN,O2
278.0,0.94,NaN,O2
279.0,0.94,NaN,O2
280.0,0.94,NaN,O2
281.0,0.92,NaN,O2
282.0,0.93,NaN,O2
283.0,0.95,NaN,O2
284.0,0.94,NaN,O2
285.0,1.0,NaN,O2
286.0,1.1,NaN,O2
287.0,0.99,NaN,O2
288.0,1.01,NaN,O2
289.0,0.96,NaN,O2
290.0,0.95,NaN,O2
291.0,0.98,NaN,O2
292.0,1.02,NaN,O2
293.0,1.01,NaN,O2
294.0,0.97,NaN,O2
295.0,1.02,NaN,O2
296.0,0.97,NaN,O2
297.0,1.02,NaN,O2
298.0,0.96,NaN,O2
299.0,0.98,NaN,O2
300.0,1.0,NaN,O2
301.0,1.01,NaN,O2
302.0,0.97,NaN,O2
303.0,1.01,NaN,O2
304.0,0.97,NaN,O2
305.0,1.03,NaN,O2
305.5,1.03,NaN,O2
306.0,0.97,NaN,O2
306.5,0.96,NaN,O2
307.0,0.98,NaN,O2
307.5,0.91,NaN,O2
308.0,0.79,NaN,O2
308.5,0.72,NaN,O2
309.0,0.71,NaN,O2
309.5,0.61,NaN,O2
310.0,0.56,NaN,O2
310.5,0.48,NaN,O2
311.0,0.4,NaN,O2
311.5,0.29,NaN,O2
312.0,0.34,NaN,O2
313.0,0.31,NaN,O2
314.0,0.31,NaN,O2
315.0,0.27,NaN,O2
316.0,0.24,NaN,O2
317.0,0.25,NaN,O2
318.0,0.23,NaN,O2
319.0,0.22,NaN,O2
319.5,0.23,NaN,O2
320.0,0.21,NaN,O2
320.5,0.09,NaN,O2
321.0,0.1,NaN,O2
322.5,0.11,NaN,O2
325.0,0.08,NaN,O2
