λ,Φ,ΔΦ,species
300.0,0.95,NaN,O(1D)
301.0,0.96,NaN,O(1D)
302.0,0.97,NaN,O(1D)
303.0,0.92,NaN,O(1D)
304.0,0.9,NaN,O(1D)
305.0,0.93,NaN,O(1D)
306.0,0.96,NaN,O(1D)
307.0,0.9,NaN,O(1D)
308.0,0.84,NaN,O(1D)
309.0,0.7,NaN,O(1D)
310.0,0.61,NaN,O(1D)
310.0,0.55,NaN,O(1D)
311.0,0.39,NaN,O(1D)
312.0,0.34,NaN,O(1D)
313.0,0.29,NaN,O(1D)
313.0,0.3,NaN,O(1D)
314.0,0.25,NaN,O(1D)
314.0,0.27,NaN,O(1D)
315.0,0.26,NaN,O(1D)
315.0,0.28,NaN,O(1D)
316.0,0.25,NaN,O(1D)
317.0,0.24,NaN,O(1D)
318.0,0.22,NaN,O(1D)
319.0,0.23,NaN,O(1D)
320.0,0.16,NaN,O(1D)
321.0,0.14,NaN,O(1D)
322.0,0.12,NaN,O(1D)
323.0,0.1,NaN,O(1D)
324.0,0.11,NaN,O(1D)
325.0,0.08,NaN,O(1D)
300.0,0.95,NaN,O2
301.0,0.96,NaN,O2
302.0,0.97,NaN,O2
303.0,0.92,NaN,O2
304.0,0.9,NaN,O2
305.0,0.93,NaN,O2
306.0,0.96,NaN,O2
307.0,0.9,NaN,O2
308.0,0.84,NaN,O2
309.0,0.7,NaN,O2
310.0,0.61,NaN,O2
310.0,0.55,NaN,O2
311.0,0.39,NaN,O2
312.0,0.34,NaN,O2
313.0,0.29,NaN,O2
313.0,0.3,NaN,O2
314.0,0.25,NaN,O2
314.0,0.27,NaN,O2
315.0,0.26,NaN,O2
315.0,0.28,NaN,O2
316.0,0.25,NaN,O2
317.0,0.24,NaN,O2
318.0,0.22,NaN,O2
319.0,0.23,NaN,O2
320.0,0.16,NaN,O2
321.0,0.14,NaN,O2
322.0,0.12,NaN,O2
323.0,0.1,NaN,O2
324.0,0.11,NaN,O2
325.0,0.08,NaN,O2
