λ,Φ,ΔΦ,species
308.3,0.734,NaN,O2
308.58,0.704,NaN,O2
308.77,0.688,NaN,O2
308.87,0.671,NaN,O2
309.1,0.658,NaN,O2
309.25,0.645,NaN,O2
309.34,0.625,NaN,O2
309.48,0.605,NaN,O2
309.58,0.588,NaN,O2
309.72,0.575,NaN,O2
309.91,0.558,NaN,O2
310.0,0.545,NaN,O2
310.05,0.528,NaN,O2
310.14,0.505,NaN,O2
310.24,0.485,NaN,O2
310.28,0.465,NaN,O2
310.38,0.445,NaN,O2
310.47,0.429,NaN,O2
310.71,0.415,NaN,O2
310.85,0.399,NaN,O2
310.94,0.382,NaN,O2
311.08,0.362,NaN,O2
311.23,0.349,NaN,O2
311.42,0.329,NaN,O2
311.56,0.319,NaN,O2
311.7,0.309,NaN,O2
311.93,0.299,NaN,O2
312.08,0.306,NaN,O2
312.12,0.292,NaN,O2
312.41,0.286,NaN,O2
312.26,0.286,NaN,O2
312.5,0.286,NaN,O2
312.64,0.279,NaN,O2
312.83,0.279,NaN,O2
313.02,0.272,NaN,O2
313.21,0.269,NaN,O2
313.35,0.259,NaN,O2
313.44,0.259,NaN,O2
313.58,0.239,NaN,O2
313.73,0.243,NaN,O2
313.96,0.246,NaN,O2
314.15,0.252,NaN,O2
314.29,0.256,NaN,O2
314.48,0.259,NaN,O2
314.62,0.262,NaN,O2
314.81,0.272,NaN,O2
314.76,0.269,NaN,O2
314.95,0.269,NaN,O2
315.14,0.272,NaN,O2
315.28,0.266,NaN,O2
315.38,0.259,NaN,O2
315.57,0.246,NaN,O2
315.75,0.239,NaN,O2
315.85,0.246,NaN,O2
315.94,0.246,NaN,O2
316.04,0.259,NaN,O2
316.08,0.262,NaN,O2
316.23,0.262,NaN,O2
316.42,0.262,NaN,O2
316.6,0.266,NaN,O2
316.75,0.269,NaN,O2
316.75,0.276,NaN,O2
316.89,0.272,NaN,O2
317.03,0.262,NaN,O2
317.12,0.259,NaN,O2
317.26,0.249,NaN,O2
317.26,0.243,NaN,O2
317.45,0.246,NaN,O2
317.59,0.243,NaN,O2
317.64,0.229,NaN,O2
317.74,0.226,NaN,O2
317.88,0.219,NaN,O2
317.97,0.216,NaN,O2
318.07,0.219,NaN,O2
318.21,0.223,NaN,O2
318.35,0.219,NaN,O2
318.49,0.223,NaN,O2
318.58,0.229,NaN,O2
318.68,0.233,NaN,O2
318.82,0.219,NaN,O2
318.96,0.216,NaN,O2
319.1,0.216,NaN,O2
319.06,0.226,NaN,O2
319.2,0.219,NaN,O2
319.29,0.213,NaN,O2
319.43,0.203,NaN,O2
319.48,0.193,NaN,O2
319.58,0.183,NaN,O2
319.72,0.179,NaN,O2
319.91,0.173,NaN,O2
320.0,0.163,NaN,O2
320.14,0.15,NaN,O2
320.33,0.146,NaN,O2
320.57,0.143,NaN,O2
320.71,0.146,NaN,O2
320.9,0.133,NaN,O2
321.04,0.136,NaN,O2
321.18,0.14,NaN,O2
321.32,0.133,NaN,O2
321.51,0.13,NaN,O2
321.7,0.123,NaN,O2
321.84,0.116,NaN,O2
321.93,0.12,NaN,O2
322.08,0.11,NaN,O2
322.17,0.1,NaN,O2
322.22,0.09,NaN,O2
322.36,0.096,NaN,O2
322.5,0.093,NaN,O2
322.64,0.086,NaN,O2
322.83,0.086,NaN,O2
322.92,0.086,NaN,O2
323.16,0.086,NaN,O2
323.25,0.086,NaN,O2
323.3,0.09,NaN,O2
323.54,0.1,NaN,O2
323.77,0.103,NaN,O2
323.87,0.093,NaN,O2
324.06,0.096,NaN,O2
324.2,0.103,NaN,O2
324.34,0.103,NaN,O2
324.43,0.09,NaN,O2
324.48,0.093,NaN,O2
324.62,0.1,NaN,O2
324.62,0.093,NaN,O2
324.86,0.096,NaN,O2
325.0,0.093,NaN,O2
325.14,0.093,NaN,O2
325.33,0.09,NaN,O2
325.38,0.103,NaN,O2
325.47,0.096,NaN,O2
325.57,0.11,NaN,O2
325.66,0.113,NaN,O2
325.75,0.113,NaN,O2
325.8,0.106,NaN,O2
325.94,0.106,NaN,O2
325.9,0.126,NaN,O2
