λ,Φ,ΔΦ,species
308.07,0.774,NaN,O(1D)
308.11,0.754,NaN,O(1D)
308.3,0.734,NaN,O(1D)
308.58,0.704,NaN,O(1D)
308.77,0.688,NaN,O(1D)
308.87,0.671,NaN,O(1D)
309.1,0.658,NaN,O(1D)
309.25,0.645,NaN,O(1D)
309.34,0.625,NaN,O(1D)
309.48,0.605,NaN,O(1D)
309.58,0.588,NaN,O(1D)
309.72,0.575,NaN,O(1D)
309.91,0.558,NaN,O(1D)
310.0,0.545,NaN,O(1D)
310.05,0.528,NaN,O(1D)
310.14,0.505,NaN,O(1D)
310.24,0.485,NaN,O(1D)
310.28,0.465,NaN,O(1D)
310.38,0.445,NaN,O(1D)
310.47,0.429,NaN,O(1D)
310.71,0.415,NaN,O(1D)
310.85,0.399,NaN,O(1D)
310.94,0.382,NaN,O(1D)
311.08,0.362,NaN,O(1D)
311.23,0.349,NaN,O(1D)
311.42,0.329,NaN,O(1D)
311.56,0.319,NaN,O(1D)
311.7,0.309,NaN,O(1D)
311.93,0.299,NaN,O(1D)
312.08,0.306,NaN,O(1D)
312.12,0.292,NaN,O(1D)
312.41,0.286,NaN,O(1D)
312.26,0.286,NaN,O(1D)
312.5,0.286,NaN,O(1D)
312.64,0.279,NaN,O(1D)
312.83,0.279,NaN,O(1D)
313.02,0.272,NaN,O(1D)
313.21,0.269,NaN,O(1D)
313.35,0.259,NaN,O(1D)
313.44,0.259,NaN,O(1D)
313.58,0.239,NaN,O(1D)
313.73,0.243,NaN,O(1D)
313.96,0.246,NaN,O(1D)
314.15,0.252,NaN,O(1D)
314.29,0.256,NaN,O(1D)
314.48,0.259,NaN,O(1D)
314.62,0.262,NaN,O(1D)
314.81,0.272,NaN,O(1D)
314.76,0.269,NaN,O(1D)
314.95,0.269,NaN,O(1D)
315.14,0.272,NaN,O(1D)
315.28,0.266,NaN,O(1D)
315.38,0.259,NaN,O(1D)
315.57,0.246,NaN,O(1D)
315.75,0.239,NaN,O(1D)
315.85,0.246,NaN,O(1D)
315.94,0.246,NaN,O(1D)
316.04,0.259,NaN,O(1D)
316.08,0.262,NaN,O(1D)
316.23,0.262,NaN,O(1D)
316.42,0.262,NaN,O(1D)
316.6,0.266,NaN,O(1D)
316.75,0.269,NaN,O(1D)
316.75,0.276,NaN,O(1D)
316.89,0.272,NaN,O(1D)
317.03,0.262,NaN,O(1D)
317.12,0.259,NaN,O(1D)
317.26,0.249,NaN,O(1D)
317.26,0.243,NaN,O(1D)
317.45,0.246,NaN,O(1D)
317.59,0.243,NaN,O(1D)
317.64,0.229,NaN,O(1D)
317.74,0.226,NaN,O(1D)
317.88,0.219,NaN,O(1D)
317.97,0.216,NaN,O(1D)
318.07,0.219,NaN,O(1D)
318.21,0.223,NaN,O(1D)
318.35,0.219,NaN,O(1D)
318.49,0.223,NaN,O(1D)
318.58,0.229,NaN,O(1D)
318.68,0.233,NaN,O(1D)
318.82,0.219,NaN,O(1D)
318.96,0.216,NaN,O(1D)
319.1,0.216,NaN,O(1D)
319.06,0.226,NaN,O(1D)
319.2,0.219,NaN,O(1D)
319.29,0.213,NaN,O(1D)
319.43,0.203,NaN,O(1D)
319.48,0.193,NaN,O(1D)
319.58,0.183,NaN,O(1D)
319.72,0.179,NaN,O(1D)
319.91,0.173,NaN,O(1D)
320.0,0.163,NaN,O(1D)
320.14,0.15,NaN,O(1D)
320.33,0.146,NaN,O(1D)
320.57,0.143,NaN,O(1D)
320.71,0.146,NaN,O(1D)
320.9,0.133,NaN,O(1D)
321.04,0.136,NaN,O(1D)
321.18,0.14,NaN,O(1D)
321.32,0.133,NaN,O(1D)
321.51,0.13,NaN,O(1D)
321.7,0.123,NaN,O(1D)
321.84,0.116,NaN,O(1D)
321.93,0.12,NaN,O(1D)
322.08,0.11,NaN,O(1D)
322.17,0.1,NaN,O(1D)
322.22,0.09,NaN,O(1D)
322.36,0.096,NaN,O(1D)
322.5,0.093,NaN,O(1D)
322.64,0.086,NaN,O(1D)
322.83,0.086,NaN,O(1D)
322.92,0.086,NaN,O(1D)
323.16,0.086,NaN,O(1D)
323.25,0.086,NaN,O(1D)
323.3,0.09,NaN,O(1D)
323.54,0.1,NaN,O(1D)
323.77,0.103,NaN,O(1D)
323.87,0.093,NaN,O(1D)
324.06,0.096,NaN,O(1D)
324.2,0.103,NaN,O(1D)
324.34,0.103,NaN,O(1D)
324.43,0.09,NaN,O(1D)
324.48,0.093,NaN,O(1D)
324.62,0.1,NaN,O(1D)
324.62,0.093,NaN,O(1D)
324.86,0.096,NaN,O(1D)
325.0,0.093,NaN,O(1D)
325.14,0.093,NaN,O(1D)
325.33,0.09,NaN,O(1D)
325.38,0.103,NaN,O(1D)
325.47,0.096,NaN,O(1D)
325.57,0.11,NaN,O(1D)
325.66,0.113,NaN,O(1D)
325.75,0.113,NaN,O(1D)
325.8,0.106,NaN,O(1D)
325.94,0.106,NaN,O(1D)
325.9,0.126,NaN,O(1D)
308.07,0.774,NaN,O2
308.11,0.754,NaN,O2
