λ,Φ,ΔΦ,species
297.5,0.95,NaN,O(1D)
299.0,0.97,NaN,O(1D)
300.0,1.0,NaN,O(1D)
301.0,0.99,NaN,O(1D)
302.0,1.01,NaN,O(1D)
303.0,1.03,NaN,O(1D)
304.0,1.04,NaN,O(1D)
305.0,1.02,NaN,O(1D)
306.0,0.97,NaN,O(1D)
306.5,0.94,NaN,O(1D)
307.0,0.9,NaN,O(1D)
307.5,0.86,NaN,O(1D)
308.0,0.81,NaN,O(1D)
308.5,0.75,NaN,O(1D)
309.0,0.69,NaN,O(1D)
309.5,0.6,NaN,O(1D)
310.0,0.52,NaN,O(1D)
310.5,0.44,NaN,O(1D)
311.0,0.4,NaN,O(1D)
311.5,0.35,NaN,O(1D)
312.0,0.31,NaN,O(1D)
313.0,0.26,NaN,O(1D)
314.0,0.22,NaN,O(1D)
315.0,0.22,NaN,O(1D)
316.0,0.22,NaN,O(1D)
317.0,0.18,NaN,O(1D)
318.5,0.16,NaN,O(1D)
320.0,0.12,NaN,O(1D)
322.5,0.08,NaN,O(1D)
325.0,0.05,NaN,O(1D)
297.5,0.95,NaN,O2
299.0,0.97,NaN,O2
300.0,1.0,NaN,O2
301.0,0.99,NaN,O2
302.0,1.01,NaN,O2
303.0,1.03,NaN,O2
304.0,1.04,NaN,O2
305.0,1.02,NaN,O2
306.0,0.97,NaN,O2
306.5,0.94,NaN,O2
307.0,0.9,NaN,O2
307.5,0.86,NaN,O2
308.0,0.81,NaN,O2
308.5,0.75,NaN,O2
309.0,0.69,NaN,O2
309.5,0.6,NaN,O2
310.0,0.52,NaN,O2
310.5,0.44,NaN,O2
311.0,0.4,NaN,O2
311.5,0.35,NaN,O2
312.0,0.31,NaN,O2
313.0,0.26,NaN,O2
314.0,0.22,NaN,O2
315.0,0.22,NaN,O2
316.0,0.22,NaN,O2
317.0,0.18,NaN,O2
318.5,0.16,NaN,O2
320.0,0.12,NaN,O2
322.5,0.08,NaN,O2
325.0,0.05,NaN,O2
