λ,Φ,ΔΦ,species
220.0,0.9,NaN,O(1D)
250.0,0.9,NaN,O(1D)
280.0,0.9,NaN,O(1D)
290.0,0.9,NaN,O(1D)
300.0,0.9,NaN,O(1D)
306.0,0.878,NaN,O(1D)
307.0,0.85,NaN,O(1D)
308.0,0.772,NaN,O(1D)
309.0,0.636,NaN,O(1D)
310.0,0.473,NaN,O(1D)
311.0,0.334,NaN,O(1D)
312.0,0.246,NaN,O(1D)
313.0,0.2,NaN,O(1D)
314.0,0.18,NaN,O(1D)
315.0,0.173,NaN,O(1D)
316.0,0.168,NaN,O(1D)
317.0,0.162,NaN,O(1D)
318.0,0.152,NaN,O(1D)
319.0,0.141,NaN,O(1D)
320.0,0.129,NaN,O(1D)
321.0,0.117,NaN,O(1D)
322.0,0.107,NaN,O(1D)
323.0,0.098,NaN,O(1D)
324.0,0.091,NaN,O(1D)
325.0,0.086,NaN,O(1D)
326.0,0.082,NaN,O(1D)
327.0,0.08,NaN,O(1D)
328.0,0.078,NaN,O(1D)
330.0,0.08,NaN,O(1D)
335.0,0.08,NaN,O(1D)
340.0,0.08,NaN,O(1D)
220.0,0.9,NaN,O2
250.0,0.9,NaN,O2
280.0,0.9,NaN,O2
290.0,0.9,NaN,O2
300.0,0.9,NaN,O2
306.0,0.878,NaN,O2
307.0,0.85,NaN,O2
308.0,0.772,NaN,O2
309.0,0.636,NaN,O2
310.0,0.473,NaN,O2
311.0,0.334,NaN,O2
312.0,0.246,NaN,O2
313.0,0.2,NaN,O2
314.0,0.18,NaN,O2
315.0,0.173,NaN,O2
316.0,0.168,NaN,O2
317.0,0.162,NaN,O2
318.0,0.152,NaN,O2
319.0,0.141,NaN,O2
320.0,0.129,NaN,O2
321.0,0.117,NaN,O2
322.0,0.107,NaN,O2
323.0,0.098,NaN,O2
324.0,0.091,NaN,O2
325.0,0.086,NaN,O2
326.0,0.082,NaN,O2
327.0,0.08,NaN,O2
328.0,0.078,NaN,O2
330.0,0.08,NaN,O2
335.0,0.08,NaN,O2
340.0,0.08,NaN,O2
