λ,Φ,ΔΦ,species
220.0,0.9,NaN,O(1D)
250.0,0.9,NaN,O(1D)
280.0,0.9,NaN,O(1D)
290.0,0.9,NaN,O(1D)
300.0,0.9,NaN,O(1D)
306.0,0.875,NaN,O(1D)
307.0,0.844,NaN,O(1D)
308.0,0.76,NaN,O(1D)
309.0,0.616,NaN,O(1D)
310.0,0.443,NaN,O(1D)
311.0,0.298,NaN,O(1D)
312.0,0.208,NaN,O(1D)
313.0,0.162,NaN,O(1D)
314.0,0.143,NaN,O(1D)
315.0,0.136,NaN,O(1D)
316.0,0.133,NaN,O(1D)
317.0,0.129,NaN,O(1D)
318.0,0.123,NaN,O(1D)
319.0,0.116,NaN,O(1D)
320.0,0.109,NaN,O(1D)
321.0,0.101,NaN,O(1D)
322.0,0.095,NaN,O(1D)
323.0,0.089,NaN,O(1D)
324.0,0.085,NaN,O(1D)
325.0,0.082,NaN,O(1D)
326.0,0.08,NaN,O(1D)
327.0,0.079,NaN,O(1D)
328.0,0.078,NaN,O(1D)
330.0,0.08,NaN,O(1D)
335.0,0.08,NaN,O(1D)
340.0,0.08,NaN,O(1D)
220.0,0.9,NaN,O2
250.0,0.9,NaN,O2
280.0,0.9,NaN,O2
290.0,0.9,NaN,O2
300.0,0.9,NaN,O2
306.0,0.875,NaN,O2
307.0,0.844,NaN,O2
308.0,0.76,NaN,O2
309.0,0.616,NaN,O2
310.0,0.443,NaN,O2
311.0,0.298,NaN,O2
312.0,0.208,NaN,O2
313.0,0.162,NaN,O2
314.0,0.143,NaN,O2
315.0,0.136,NaN,O2
316.0,0.133,NaN,O2
317.0,0.129,NaN,O2
318.0,0.123,NaN,O2
319.0,0.116,NaN,O2
320.0,0.109,NaN,O2
321.0,0.101,NaN,O2
322.0,0.095,NaN,O2
323.0,0.089,NaN,O2
324.0,0.085,NaN,O2
325.0,0.082,NaN,O2
326.0,0.08,NaN,O2
327.0,0.079,NaN,O2
328.0,0.078,NaN,O2
330.0,0.08,NaN,O2
335.0,0.08,NaN,O2
340.0,0.08,NaN,O2
