λ,Φ,ΔΦ,species
390.0,0.9,NaN,NO
391.0,0.9,NaN,NO
392.0,0.9,NaN,NO
393.0,0.9,NaN,NO
394.0,0.9,NaN,NO
395.0,0.9,NaN,NO
396.0,0.9,NaN,NO
397.0,0.9,NaN,NO
398.0,0.87,NaN,NO
399.0,0.85,NaN,NO
400.0,0.77,NaN,NO
401.0,0.62,NaN,NO
402.0,0.5,NaN,NO
403.0,0.4,NaN,NO
404.0,0.31,NaN,NO
405.0,0.25,NaN,NO
406.0,0.2,NaN,NO
407.0,0.16,NaN,NO
408.0,0.13,NaN,NO
409.0,0.11,NaN,NO
410.0,0.09,NaN,NO
411.0,0.07,NaN,NO
412.0,0.06,NaN,NO
413.0,0.05,NaN,NO
414.0,0.04,NaN,NO
415.0,0.03,NaN,NO
416.0,0.02,NaN,NO
417.0,0.02,NaN,NO
418.0,0.02,NaN,NO
419.0,0.01,NaN,NO
420.0,0.01,NaN,NO
422.0,0.01,NaN,NO
424.0,0.01,NaN,NO
426.0,0.0,NaN,NO
390.0,0.9,NaN,O(3P)
391.0,0.9,NaN,O(3P)
392.0,0.9,NaN,O(3P)
393.0,0.9,NaN,O(3P)
394.0,0.9,NaN,O(3P)
395.0,0.9,NaN,O(3P)
396.0,0.9,NaN,O(3P)
397.0,0.9,NaN,O(3P)
398.0,0.87,NaN,O(3P)
399.0,0.85,NaN,O(3P)
400.0,0.77,NaN,O(3P)
401.0,0.62,NaN,O(3P)
402.0,0.5,NaN,O(3P)
403.0,0.4,NaN,O(3P)
404.0,0.31,NaN,O(3P)
405.0,0.25,NaN,O(3P)
406.0,0.2,NaN,O(3P)
407.0,0.16,NaN,O(3P)
408.0,0.13,NaN,O(3P)
409.0,0.11,NaN,O(3P)
410.0,0.09,NaN,O(3P)
411.0,0.07,NaN,O(3P)
412.0,0.06,NaN,O(3P)
413.0,0.05,NaN,O(3P)
414.0,0.04,NaN,O(3P)
415.0,0.03,NaN,O(3P)
416.0,0.02,NaN,O(3P)
417.0,0.02,NaN,O(3P)
418.0,0.02,NaN,O(3P)
419.0,0.01,NaN,O(3P)
420.0,0.01,NaN,O(3P)
422.0,0.01,NaN,O(3P)
424.0,0.01,NaN,O(3P)
426.0,0.0,NaN,O(3P)
