λ,Φ,ΔΦ,species
389.8,0.74,NaN,NO
395.1,0.79,NaN,NO
399.4,0.56,NaN,NO
405.2,0.26,NaN,NO
410.2,0.041,NaN,NO
419.7,0.0053,NaN,NO
389.8,0.74,NaN,O(3P)
395.1,0.79,NaN,O(3P)
399.4,0.56,NaN,O(3P)
405.2,0.26,NaN,O(3P)
410.2,0.041,NaN,O(3P)
419.7,0.0053,NaN,O(3P)
