λ,Φ,ΔΦ,species
290.0,0.076,NaN,CH3CO
300.0,0.059,NaN,CH3CO
313.0,0.055,NaN,CH3CO
320.0,0.0,NaN,CH3CO
290.0,0.076,NaN,H
300.0,0.059,NaN,H
313.0,0.055,NaN,H
320.0,0.0,NaN,H
