λ,Φ,ΔΦ,species
200.0,0.61,0.2,ClO
201.0,0.61,0.2,ClO
202.0,0.61,0.2,ClO
203.0,0.61,0.2,ClO
204.0,0.61,0.2,ClO
205.0,0.61,0.2,ClO
206.0,0.61,0.2,ClO
207.0,0.61,0.2,ClO
208.0,0.61,0.2,ClO
209.0,0.61,0.2,ClO
210.0,0.61,0.2,ClO
211.0,0.61,0.2,ClO
212.0,0.61,0.2,ClO
213.0,0.61,0.2,ClO
214.0,0.61,0.2,ClO
215.0,0.61,0.2,ClO
216.0,0.61,0.2,ClO
217.0,0.61,0.2,ClO
218.0,0.61,0.2,ClO
219.0,0.61,0.2,ClO
220.0,0.61,0.2,ClO
221.0,0.61,0.2,ClO
222.0,0.61,0.2,ClO
223.0,0.61,0.2,ClO
224.0,0.61,0.2,ClO
225.0,0.61,0.2,ClO
226.0,0.61,0.2,ClO
227.0,0.61,0.2,ClO
228.0,0.61,0.2,ClO
229.0,0.61,0.2,ClO
230.0,0.61,0.2,ClO
231.0,0.61,0.2,ClO
232.0,0.61,0.2,ClO
233.0,0.61,0.2,ClO
234.0,0.61,0.2,ClO
235.0,0.61,0.2,ClO
236.0,0.61,0.2,ClO
237.0,0.61,0.2,ClO
238.0,0.61,0.2,ClO
239.0,0.61,0.2,ClO
240.0,0.61,0.2,ClO
241.0,0.61,0.2,ClO
242.0,0.61,0.2,ClO
243.0,0.61,0.2,ClO
244.0,0.61,0.2,ClO
245.0,0.61,0.2,ClO
246.0,0.61,0.2,ClO
247.0,0.61,0.2,ClO
248.0,0.61,0.2,ClO
249.0,0.61,0.2,ClO
250.0,0.61,0.2,ClO
251.0,0.61,0.2,ClO
252.0,0.61,0.2,ClO
253.0,0.61,0.2,ClO
254.0,0.61,0.2,ClO
255.0,0.61,0.2,ClO
256.0,0.61,0.2,ClO
257.0,0.61,0.2,ClO
258.0,0.61,0.2,ClO
259.0,0.61,0.2,ClO
260.0,0.61,0.2,ClO
261.0,0.61,0.2,ClO
262.0,0.61,0.2,ClO
263.0,0.61,0.2,ClO
264.0,0.61,0.2,ClO
265.0,0.61,0.2,ClO
266.0,0.61,0.2,ClO
267.0,0.61,0.2,ClO
268.0,0.61,0.2,ClO
269.0,0.61,0.2,ClO
270.0,0.61,0.2,ClO
271.0,0.61,0.2,ClO
272.0,0.61,0.2,ClO
273.0,0.61,0.2,ClO
274.0,0.61,0.2,ClO
275.0,0.61,0.2,ClO
276.0,0.61,0.2,ClO
277.0,0.61,0.2,ClO
278.0,0.61,0.2,ClO
279.0,0.61,0.2,ClO
280.0,0.61,0.2,ClO
281.0,0.61,0.2,ClO
282.0,0.61,0.2,ClO
283.0,0.61,0.2,ClO
284.0,0.61,0.2,ClO
285.0,0.61,0.2,ClO
286.0,0.61,0.2,ClO
287.0,0.61,0.2,ClO
288.0,0.61,0.2,ClO
289.0,0.61,0.2,ClO
290.0,0.61,0.2,ClO
291.0,0.61,0.2,ClO
292.0,0.61,0.2,ClO
293.0,0.61,0.2,ClO
294.0,0.61,0.2,ClO
295.0,0.61,0.2,ClO
296.0,0.61,0.2,ClO
297.0,0.61,0.2,ClO
298.0,0.61,0.2,ClO
299.0,0.61,0.2,ClO
300.0,0.61,0.2,ClO
300.0,0.44,0.08,ClO
301.0,0.44,0.08,ClO
302.0,0.44,0.08,ClO
303.0,0.44,0.08,ClO
304.0,0.44,0.08,ClO
305.0,0.44,0.08,ClO
306.0,0.44,0.08,ClO
307.0,0.44,0.08,ClO
308.0,0.44,0.08,ClO
309.0,0.44,0.08,ClO
310.0,0.44,0.08,ClO
311.0,0.44,0.08,ClO
312.0,0.44,0.08,ClO
313.0,0.44,0.08,ClO
314.0,0.44,0.08,ClO
315.0,0.44,0.08,ClO
316.0,0.44,0.08,ClO
317.0,0.44,0.08,ClO
318.0,0.44,0.08,ClO
319.0,0.44,0.08,ClO
320.0,0.44,0.08,ClO
321.0,0.44,0.08,ClO
322.0,0.44,0.08,ClO
323.0,0.44,0.08,ClO
324.0,0.44,0.08,ClO
325.0,0.44,0.08,ClO
326.0,0.44,0.08,ClO
327.0,0.44,0.08,ClO
328.0,0.44,0.08,ClO
329.0,0.44,0.08,ClO
330.0,0.44,0.08,ClO
331.0,0.44,0.08,ClO
332.0,0.44,0.08,ClO
333.0,0.44,0.08,ClO
334.0,0.44,0.08,ClO
335.0,0.44,0.08,ClO
336.0,0.44,0.08,ClO
337.0,0.44,0.08,ClO
338.0,0.44,0.08,ClO
339.0,0.44,0.08,ClO
340.0,0.44,0.08,ClO
341.0,0.44,0.08,ClO
342.0,0.44,0.08,ClO
343.0,0.44,0.08,ClO
344.0,0.44,0.08,ClO
345.0,0.44,0.08,ClO
346.0,0.44,0.08,ClO
347.0,0.44,0.08,ClO
348.0,0.44,0.08,ClO
349.0,0.44,0.08,ClO
350.0,0.44,0.08,ClO
200.0,0.61,0.2,NO₃
201.0,0.61,0.2,NO₃
202.0,0.61,0.2,NO₃
203.0,0.61,0.2,NO₃
204.0,0.61,0.2,NO₃
205.0,0.61,0.2,NO₃
206.0,0.61,0.2,NO₃
207.0,0.61,0.2,NO₃
208.0,0.61,0.2,NO₃
209.0,0.61,0.2,NO₃
210.0,0.61,0.2,NO₃
211.0,0.61,0.2,NO₃
212.0,0.61,0.2,NO₃
213.0,0.61,0.2,NO₃
214.0,0.61,0.2,NO₃
215.0,0.61,0.2,NO₃
216.0,0.61,0.2,NO₃
217.0,0.61,0.2,NO₃
218.0,0.61,0.2,NO₃
219.0,0.61,0.2,NO₃
220.0,0.61,0.2,NO₃
221.0,0.61,0.2,NO₃
222.0,0.61,0.2,NO₃
223.0,0.61,0.2,NO₃
224.0,0.61,0.2,NO₃
225.0,0.61,0.2,NO₃
226.0,0.61,0.2,NO₃
227.0,0.61,0.2,NO₃
228.0,0.61,0.2,NO₃
229.0,0.61,0.2,NO₃
230.0,0.61,0.2,NO₃
231.0,0.61,0.2,NO₃
232.0,0.61,0.2,NO₃
233.0,0.61,0.2,NO₃
234.0,0.61,0.2,NO₃
235.0,0.61,0.2,NO₃
236.0,0.61,0.2,NO₃
237.0,0.61,0.2,NO₃
238.0,0.61,0.2,NO₃
239.0,0.61,0.2,NO₃
240.0,0.61,0.2,NO₃
241.0,0.61,0.2,NO₃
242.0,0.61,0.2,NO₃
243.0,0.61,0.2,NO₃
244.0,0.61,0.2,NO₃
245.0,0.61,0.2,NO₃
246.0,0.61,0.2,NO₃
247.0,0.61,0.2,NO₃
248.0,0.61,0.2,NO₃
249.0,0.61,0.2,NO₃
250.0,0.61,0.2,NO₃
251.0,0.61,0.2,NO₃
252.0,0.61,0.2,NO₃
253.0,0.61,0.2,NO₃
254.0,0.61,0.2,NO₃
255.0,0.61,0.2,NO₃
256.0,0.61,0.2,NO₃
257.0,0.61,0.2,NO₃
258.0,0.61,0.2,NO₃
259.0,0.61,0.2,NO₃
260.0,0.61,0.2,NO₃
261.0,0.61,0.2,NO₃
262.0,0.61,0.2,NO₃
263.0,0.61,0.2,NO₃
264.0,0.61,0.2,NO₃
265.0,0.61,0.2,NO₃
266.0,0.61,0.2,NO₃
267.0,0.61,0.2,NO₃
268.0,0.61,0.2,NO₃
269.0,0.61,0.2,NO₃
270.0,0.61,0.2,NO₃
271.0,0.61,0.2,NO₃
272.0,0.61,0.2,NO₃
273.0,0.61,0.2,NO₃
274.0,0.61,0.2,NO₃
275.0,0.61,0.2,NO₃
276.0,0.61,0.2,NO₃
277.0,0.61,0.2,NO₃
278.0,0.61,0.2,NO₃
279.0,0.61,0.2,NO₃
280.0,0.61,0.2,NO₃
281.0,0.61,0.2,NO₃
282.0,0.61,0.2,NO₃
283.0,0.61,0.2,NO₃
284.0,0.61,0.2,NO₃
