reaction,download_url,T2,λ2,author_year,comments,λ1,name,doi,T1,fname
ClOOCl → ClO+ClO,https://uv-vis-spectral-atlas-mainz.org//uvvis_data/quantum_yields/Halogen%20oxides/Cl%20oxides/ClOOCl%7BClO+ClO%7D_Moore(1999)_298K_248-308nm.txt,NaN,308.0,Moore(1999),,248.0,"dichloroperoxide, ClO-dimer → ClO+ClO", https://doi.org/10.1021/jp984410+,298.0,quantum-yields/Halogen oxides/Cl oxides/ClOOCl → ClO+ClO/ClOOCl{ClO+ClO}_Moore(1999)_298K_248-308nm.csv
ClOOCl → ClO+ClO,https://uv-vis-spectral-atlas-mainz.org//uvvis_data/quantum_yields/Halogen%20oxides/Cl%20oxides/ClOOCl%7BClO+ClO%7D_Plenge(2004)_170K_250-308nm.txt,NaN,308.0,Plenge(2004),,250.0,"dichloroperoxide, ClO-dimer → ClO+ClO", https://doi.org/10.1021/jp049690+,170.0,quantum-yields/Halogen oxides/Cl oxides/ClOOCl → ClO+ClO/ClOOCl{ClO+ClO}_Plenge(2004)_170K_250-308nm.csv
