λ,Φ,ΔΦ,species
276.7,0.711,NaN,total
284.1,0.884,NaN,total
295.0,1.1,NaN,total
303.9,0.898,NaN,total
316.3,1.161,NaN,total
317.0,1.09,NaN,total
326.7,1.014,NaN,total
340.2,0.686,NaN,total
355.0,0.257,NaN,total
