λ,Φ,ΔΦ,species
270.0,0.717,NaN,total
278.1,0.728,NaN,total
285.6,0.894,NaN,total
294.9,1.111,NaN,total
304.4,0.998,NaN,total
315.3,0.986,NaN,total
327.0,1.03,NaN,total
339.3,0.508,NaN,total
353.1,0.117,NaN,total
