λ,Φ,ΔΦ,species
253.0,0.818,NaN,total
262.0,0.801,NaN,total
270.6,0.862,NaN,total
277.4,0.828,NaN,total
284.9,0.965,NaN,total
295.0,1.082,NaN,total
304.2,0.964,NaN,total
315.8,1.114,NaN,total
326.8,1.021,NaN,total
339.8,0.645,NaN,total
354.0,0.258,NaN,total
