amount_a,species_a,amount_b,species_b
"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[""NO"", ""NO3"", ""OH"", ""Cl"", ""Cl2O2"", ""Br"", ""HCl"", ""HOCl"", ""ClONO2"", ""ClONO2"", ""BrONO2"", ""BrONO2"", ""HONO2"", ""NO3"", ""H2O2"", ""OClO"", ""Cl2O2"", ""HCl"", ""ClO"", ""HOCl"", ""BrO"", ""NO2"", ""HO2"", ""Br"", ""BrCl"", ""BrONO2"", ""HBr"", ""HOBr""]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[""NO2"", ""NO2"", ""HO2"", ""ClO"", ""ClO"", ""BrO"", ""ClO"", ""ClO"", ""ClO"", ""HCl"", ""BrO"", ""HBr"", ""NO2"", ""NO2"", ""HO2"", ""ClO"", ""ClO"", ""ClO"", ""HCl"", ""ClO"", ""ClO"", ""ClO"", ""ClO"", ""BrO"", ""BrO"", ""BrO"", ""BrO"", ""BrO""]"
