λ,Φ,ΔΦ,species
586.0,0.0379,NaN,NO
587.0,0.0944,NaN,NO
588.0,0.221,NaN,NO
589.0,0.283,NaN,NO
590.0,0.397,NaN,NO
591.0,0.448,NaN,NO
592.0,0.495,NaN,NO
593.0,0.575,NaN,NO
594.0,0.61,NaN,NO
595.0,0.63,NaN,NO
596.0,0.598,NaN,NO
597.0,0.493,NaN,NO
598.0,0.468,NaN,NO
599.0,0.429,NaN,NO
600.0,0.355,NaN,NO
601.0,0.335,NaN,NO
602.0,0.31,NaN,NO
603.0,0.267,NaN,NO
604.0,0.249,NaN,NO
605.0,0.213,NaN,NO
606.0,0.205,NaN,NO
607.0,0.194,NaN,NO
608.0,0.167,NaN,NO
609.0,0.155,NaN,NO
610.0,0.14,NaN,NO
611.0,0.111,NaN,NO
612.0,0.101,NaN,NO
613.0,0.0906,NaN,NO
614.0,0.0712,NaN,NO
615.0,0.0661,NaN,NO
616.0,0.0597,NaN,NO
617.0,0.0475,NaN,NO
618.0,0.0448,NaN,NO
619.0,0.0409,NaN,NO
620.0,0.036,NaN,NO
621.0,0.032,NaN,NO
622.0,0.0292,NaN,NO
623.0,0.0265,NaN,NO
624.0,0.0219,NaN,NO
625.0,0.019,NaN,NO
626.0,0.0168,NaN,NO
627.0,0.0145,NaN,NO
628.0,0.0115,NaN,NO
629.0,0.0102,NaN,NO
630.0,0.00901,NaN,NO
631.0,0.00752,NaN,NO
632.0,0.00602,NaN,NO
633.0,0.00523,NaN,NO
634.0,0.00454,NaN,NO
635.0,0.00373,NaN,NO
636.0,0.00293,NaN,NO
637.0,0.00252,NaN,NO
638.0,0.00216,NaN,NO
639.0,0.00178,NaN,NO
640.0,0.00141,NaN,NO
586.0,0.0379,NaN,O2
587.0,0.0944,NaN,O2
588.0,0.221,NaN,O2
589.0,0.283,NaN,O2
590.0,0.397,NaN,O2
591.0,0.448,NaN,O2
592.0,0.495,NaN,O2
593.0,0.575,NaN,O2
594.0,0.61,NaN,O2
595.0,0.63,NaN,O2
596.0,0.598,NaN,O2
597.0,0.493,NaN,O2
598.0,0.468,NaN,O2
599.0,0.429,NaN,O2
600.0,0.355,NaN,O2
601.0,0.335,NaN,O2
602.0,0.31,NaN,O2
603.0,0.267,NaN,O2
604.0,0.249,NaN,O2
605.0,0.213,NaN,O2
606.0,0.205,NaN,O2
607.0,0.194,NaN,O2
608.0,0.167,NaN,O2
609.0,0.155,NaN,O2
610.0,0.14,NaN,O2
611.0,0.111,NaN,O2
612.0,0.101,NaN,O2
613.0,0.0906,NaN,O2
614.0,0.0712,NaN,O2
615.0,0.0661,NaN,O2
616.0,0.0597,NaN,O2
617.0,0.0475,NaN,O2
618.0,0.0448,NaN,O2
619.0,0.0409,NaN,O2
620.0,0.036,NaN,O2
621.0,0.032,NaN,O2
622.0,0.0292,NaN,O2
623.0,0.0265,NaN,O2
624.0,0.0219,NaN,O2
625.0,0.019,NaN,O2
626.0,0.0168,NaN,O2
627.0,0.0145,NaN,O2
628.0,0.0115,NaN,O2
629.0,0.0102,NaN,O2
630.0,0.00901,NaN,O2
631.0,0.00752,NaN,O2
632.0,0.00602,NaN,O2
633.0,0.00523,NaN,O2
634.0,0.00454,NaN,O2
635.0,0.00373,NaN,O2
636.0,0.00293,NaN,O2
637.0,0.00252,NaN,O2
638.0,0.00216,NaN,O2
639.0,0.00178,NaN,O2
640.0,0.00141,NaN,O2
