λ,Φ,ΔΦ,species
586.0,0.0264,NaN,NO
587.0,0.0667,NaN,NO
588.0,0.161,NaN,NO
589.0,0.209,NaN,NO
590.0,0.3,NaN,NO
591.0,0.343,NaN,NO
592.0,0.383,NaN,NO
593.0,0.455,NaN,NO
594.0,0.487,NaN,NO
595.0,0.517,NaN,NO
596.0,0.501,NaN,NO
597.0,0.43,NaN,NO
598.0,0.421,NaN,NO
599.0,0.396,NaN,NO
600.0,0.346,NaN,NO
601.0,0.338,NaN,NO
602.0,0.322,NaN,NO
603.0,0.294,NaN,NO
604.0,0.282,NaN,NO
605.0,0.253,NaN,NO
606.0,0.251,NaN,NO
607.0,0.243,NaN,NO
608.0,0.217,NaN,NO
609.0,0.208,NaN,NO
610.0,0.193,NaN,NO
611.0,0.159,NaN,NO
612.0,0.15,NaN,NO
613.0,0.138,NaN,NO
614.0,0.114,NaN,NO
615.0,0.11,NaN,NO
616.0,0.102,NaN,NO
617.0,0.0855,NaN,NO
618.0,0.0835,NaN,NO
619.0,0.0784,NaN,NO
620.0,0.0715,NaN,NO
621.0,0.066,NaN,NO
622.0,0.0619,NaN,NO
623.0,0.0576,NaN,NO
624.0,0.0496,NaN,NO
625.0,0.0445,NaN,NO
626.0,0.0406,NaN,NO
627.0,0.036,NaN,NO
628.0,0.0299,NaN,NO
629.0,0.0274,NaN,NO
630.0,0.0247,NaN,NO
631.0,0.0213,NaN,NO
632.0,0.0178,NaN,NO
633.0,0.0159,NaN,NO
634.0,0.0142,NaN,NO
635.0,0.012,NaN,NO
636.0,0.00986,NaN,NO
637.0,0.0087,NaN,NO
638.0,0.00766,NaN,NO
639.0,0.00653,NaN,NO
640.0,0.00538,NaN,NO
586.0,0.0264,NaN,O2
587.0,0.0667,NaN,O2
588.0,0.161,NaN,O2
589.0,0.209,NaN,O2
590.0,0.3,NaN,O2
591.0,0.343,NaN,O2
592.0,0.383,NaN,O2
593.0,0.455,NaN,O2
594.0,0.487,NaN,O2
595.0,0.517,NaN,O2
596.0,0.501,NaN,O2
597.0,0.43,NaN,O2
598.0,0.421,NaN,O2
599.0,0.396,NaN,O2
600.0,0.346,NaN,O2
601.0,0.338,NaN,O2
602.0,0.322,NaN,O2
603.0,0.294,NaN,O2
604.0,0.282,NaN,O2
605.0,0.253,NaN,O2
606.0,0.251,NaN,O2
607.0,0.243,NaN,O2
608.0,0.217,NaN,O2
609.0,0.208,NaN,O2
610.0,0.193,NaN,O2
611.0,0.159,NaN,O2
612.0,0.15,NaN,O2
613.0,0.138,NaN,O2
614.0,0.114,NaN,O2
615.0,0.11,NaN,O2
616.0,0.102,NaN,O2
617.0,0.0855,NaN,O2
618.0,0.0835,NaN,O2
619.0,0.0784,NaN,O2
620.0,0.0715,NaN,O2
621.0,0.066,NaN,O2
622.0,0.0619,NaN,O2
623.0,0.0576,NaN,O2
624.0,0.0496,NaN,O2
625.0,0.0445,NaN,O2
626.0,0.0406,NaN,O2
627.0,0.036,NaN,O2
628.0,0.0299,NaN,O2
629.0,0.0274,NaN,O2
630.0,0.0247,NaN,O2
631.0,0.0213,NaN,O2
632.0,0.0178,NaN,O2
633.0,0.0159,NaN,O2
634.0,0.0142,NaN,O2
635.0,0.012,NaN,O2
636.0,0.00986,NaN,O2
637.0,0.0087,NaN,O2
638.0,0.00766,NaN,O2
639.0,0.00653,NaN,O2
640.0,0.00538,NaN,O2
