λ,Φ,ΔΦ,species
586.0,0.0152,NaN,NO
587.0,0.0391,NaN,NO
588.0,0.0971,NaN,NO
589.0,0.128,NaN,NO
590.0,0.19,NaN,NO
591.0,0.22,NaN,NO
592.0,0.249,NaN,NO
593.0,0.303,NaN,NO
594.0,0.328,NaN,NO
595.0,0.359,NaN,NO
596.0,0.357,NaN,NO
597.0,0.318,NaN,NO
598.0,0.323,NaN,NO
599.0,0.314,NaN,NO
600.0,0.291,NaN,NO
601.0,0.296,NaN,NO
602.0,0.291,NaN,NO
603.0,0.283,NaN,NO
604.0,0.28,NaN,NO
605.0,0.264,NaN,NO
606.0,0.271,NaN,NO
607.0,0.268,NaN,NO
608.0,0.25,NaN,NO
609.0,0.248,NaN,NO
610.0,0.236,NaN,NO
611.0,0.205,NaN,NO
612.0,0.2,NaN,NO
613.0,0.19,NaN,NO
614.0,0.166,NaN,NO
615.0,0.166,NaN,NO
616.0,0.16,NaN,NO
617.0,0.141,NaN,NO
618.0,0.143,NaN,NO
619.0,0.139,NaN,NO
620.0,0.131,NaN,NO
621.0,0.127,NaN,NO
622.0,0.122,NaN,NO
623.0,0.117,NaN,NO
624.0,0.106,NaN,NO
625.0,0.0985,NaN,NO
626.0,0.0923,NaN,NO
627.0,0.0848,NaN,NO
628.0,0.0739,NaN,NO
629.0,0.0699,NaN,NO
630.0,0.0649,NaN,NO
631.0,0.0578,NaN,NO
632.0,0.0508,NaN,NO
633.0,0.0466,NaN,NO
634.0,0.0426,NaN,NO
635.0,0.0373,NaN,NO
636.0,0.0323,NaN,NO
637.0,0.0294,NaN,NO
638.0,0.0266,NaN,NO
639.0,0.0235,NaN,NO
640.0,0.0203,NaN,NO
586.0,0.0152,NaN,O2
587.0,0.0391,NaN,O2
588.0,0.0971,NaN,O2
589.0,0.128,NaN,O2
590.0,0.19,NaN,O2
591.0,0.22,NaN,O2
592.0,0.249,NaN,O2
593.0,0.303,NaN,O2
594.0,0.328,NaN,O2
595.0,0.359,NaN,O2
596.0,0.357,NaN,O2
597.0,0.318,NaN,O2
598.0,0.323,NaN,O2
599.0,0.314,NaN,O2
600.0,0.291,NaN,O2
601.0,0.296,NaN,O2
602.0,0.291,NaN,O2
603.0,0.283,NaN,O2
604.0,0.28,NaN,O2
605.0,0.264,NaN,O2
606.0,0.271,NaN,O2
607.0,0.268,NaN,O2
608.0,0.25,NaN,O2
609.0,0.248,NaN,O2
610.0,0.236,NaN,O2
611.0,0.205,NaN,O2
612.0,0.2,NaN,O2
613.0,0.19,NaN,O2
614.0,0.166,NaN,O2
615.0,0.166,NaN,O2
616.0,0.16,NaN,O2
617.0,0.141,NaN,O2
618.0,0.143,NaN,O2
619.0,0.139,NaN,O2
620.0,0.131,NaN,O2
621.0,0.127,NaN,O2
622.0,0.122,NaN,O2
623.0,0.117,NaN,O2
624.0,0.106,NaN,O2
625.0,0.0985,NaN,O2
626.0,0.0923,NaN,O2
627.0,0.0848,NaN,O2
628.0,0.0739,NaN,O2
629.0,0.0699,NaN,O2
630.0,0.0649,NaN,O2
631.0,0.0578,NaN,O2
632.0,0.0508,NaN,O2
633.0,0.0466,NaN,O2
634.0,0.0426,NaN,O2
635.0,0.0373,NaN,O2
636.0,0.0323,NaN,O2
637.0,0.0294,NaN,O2
638.0,0.0266,NaN,O2
639.0,0.0235,NaN,O2
640.0,0.0203,NaN,O2
