reaction,download_url,T2,λ2,author_year,comments,λ1,name,doi,T1,fname
NO3 → NO+O2,https://uv-vis-spectral-atlas-mainz.org//uvvis_data/quantum_yields/Nitrogen%20oxides/NO3%7BNO+O2%7D_Johnston(1996)_190K_586-640nm.txt,NaN,640.0,Johnston(1996),,586.0,nitrate radical → NO+O2, https://doi.org/10.1021/jp952692x,190.0,quantum-yields/Nitrogen oxides/NO3 → NO+O2/NO3{NO+O2}_Johnston(1996)_190K_586-640nm.csv
NO3 → NO+O2,https://uv-vis-spectral-atlas-mainz.org//uvvis_data/quantum_yields/Nitrogen%20oxides/NO3%7BNO+O2%7D_Johnston(1996)_230K_586-640nm.txt,NaN,640.0,Johnston(1996),,586.0,nitrate radical → NO+O2, https://doi.org/10.1021/jp952692x,230.0,quantum-yields/Nitrogen oxides/NO3 → NO+O2/NO3{NO+O2}_Johnston(1996)_230K_586-640nm.csv
NO3 → NO+O2,https://uv-vis-spectral-atlas-mainz.org//uvvis_data/quantum_yields/Nitrogen%20oxides/NO3%7BNO+O2%7D_Johnston(1996)_298K_586-640nm.txt,NaN,640.0,Johnston(1996),,586.0,nitrate radical → NO+O2, https://doi.org/10.1021/jp952692x,298.0,quantum-yields/Nitrogen oxides/NO3 → NO+O2/NO3{NO+O2}_Johnston(1996)_298K_586-640nm.csv
NO3 → NO+O2,https://uv-vis-spectral-atlas-mainz.org//uvvis_data/quantum_yields/Nitrogen%20oxides/NO3%7BNO+O2%7D_MagnottaJohnston(1980)_296K_482-632nm.txt,NaN,632.0,MagnottaJohnston(1980),,482.0,nitrate radical → NO+O2, https://doi.org/10.1029/GL007i010p00769,296.0,quantum-yields/Nitrogen oxides/NO3 → NO+O2/NO3{NO+O2}_MagnottaJohnston(1980)_296K_482-632nm.csv
NO3 → NO+O2,https://uv-vis-spectral-atlas-mainz.org//uvvis_data/quantum_yields/Nitrogen%20oxides/NO3%7BNO+O2%7D_Orlando(1993)_298K_586-633nm.txt,NaN,633.0,Orlando(1993),,586.0,nitrate radical → NO+O2, https://doi.org/10.1021/j100144a017,298.0,quantum-yields/Nitrogen oxides/NO3 → NO+O2/NO3{NO+O2}_Orlando(1993)_298K_586-633nm.csv
NO3 → NO+O2,https://uv-vis-spectral-atlas-mainz.org//uvvis_data/quantum_yields/Nitrogen%20oxides/NO3%7BNO+O2%7D_Wayne(1991)_296K_585-639nm.txt,NaN,639.0,Wayne(1991),,585.0,nitrate radical → NO+O2, https://doi.org/10.1016/0960-1686(91)90192-A,296.0,quantum-yields/Nitrogen oxides/NO3 → NO+O2/NO3{NO+O2}_Wayne(1991)_296K_585-639nm.csv
