 int. wave (nm)     cross-section       phi
    1     121.5        4.6933E-17    0.1000
    2     116.7        4.9838E-17    0.1000
    3     117.3        4.9475E-17    0.1000
    4     117.9        4.9112E-17    0.1000
    5     118.7        4.8628E-17    0.1000
    6     119.4        4.8204E-17    0.1000
    7     120.2        4.7719E-17    0.1000
    8     120.8        4.7356E-17    0.1000
    9     121.6        4.6872E-17    0.1000
   10     122.3        4.6448E-17    0.1000
   11     123.1        4.5964E-17    0.1000
   12     123.8        4.5540E-17    0.1000
   13     124.6        4.5056E-17    0.1000
   14     125.4        4.4572E-17    0.1000
   15     126.2        4.4087E-17    0.1000
   16     127.0        4.3603E-17    0.1000
   17     127.8        4.3119E-17    0.1000
   18     128.6        4.2634E-17    0.1000
   19     129.4        4.2150E-17    0.1000
   20     130.3        4.1605E-17    0.1000
   21     131.1        4.1121E-17    0.1000
   22     132.0        4.0576E-17    0.1000
   23     132.9        4.0031E-17    0.1000
   24     133.8        3.9487E-17    0.1000
   25     134.6        3.9002E-17    0.1000
   26     135.6        3.8397E-17    0.1000
   27     136.5        3.7852E-17    0.1000
   28     137.4        3.7307E-17    0.1000
   29     138.4        3.6702E-17    0.1000
   30     139.9        3.5794E-17    0.1000
   31     141.8        3.4644E-17    0.1000
   32     143.9        3.3372E-17    0.1000
   33     145.9        3.2162E-17    0.1000
   34     148.1        3.0830E-17    0.1000
   35     150.4        2.9438E-17    0.1000
   36     152.6        2.8106E-17    0.1000
   37     155.0        2.6653E-17    0.1000
   38     157.4        2.5200E-17    0.1000
   39     160.0        2.3626E-17    0.1000
   40     162.6        2.2052E-17    0.1000
   41     165.3        2.0418E-17    0.1000
   42     168.1        1.8723E-17    0.1000
   43     170.9        1.7028E-17    0.1000
   44     173.1        1.5696E-17    0.1000
   45     174.6        1.4788E-17    0.1000
   46     176.2        1.3819E-17    0.1000
   47     177.8        1.2851E-17    0.1000
   48     179.4        1.1882E-17    0.1000
   49     181.0        1.0914E-17    0.1000
   50     182.7        9.8846E-18    0.1000
   51     184.3        8.9160E-18    0.1000
   52     186.1        7.8264E-18    0.1000
   53     187.8        6.7972E-18    0.1000
   54     189.6        5.7076E-18    0.1000
   55     191.4        4.9984E-18    0.1000
   56     193.2        4.2892E-18    0.1000
   57     195.1        3.5670E-18    0.1000
   58     197.0        3.3200E-18    0.1000
   59     199.0        3.0600E-18    0.1000
   60     201.0        2.9300E-18    0.1000
   61     203.1        2.9300E-18    0.1000
   62     205.1        2.9374E-18    0.1000
   63     207.3        3.1002E-18    0.1000
   64     209.4        3.2556E-18    0.1000
   65     211.6        3.4024E-18    0.1000
   66     213.9        3.5496E-18    0.1000
   67     216.2        3.5864E-18    0.1000
   68     218.6        3.5192E-18    0.1000
   69     221.0        3.3480E-18    0.1000
   70     223.5        3.0180E-18    0.1000
   71     226.0        2.6680E-18    0.1000
   72     228.6        2.2728E-18    0.1000
   73     231.2        1.9040E-18    0.1000
   74     233.9        1.5530E-18    0.1000
   75     236.7        1.2655E-18    0.1000
   76     239.5        1.0275E-18    0.1000
   77     242.4        8.5108E-19    0.1000
   78     245.4        6.9160E-19    0.1000
   79     248.5        5.8000E-19    0.1000
   80     251.6        4.8504E-19    0.1000
   81     254.8        4.0312E-19    0.1000
   82     258.1        3.4158E-19    0.1000
   83     261.4        2.8628E-19    0.1000
   84     264.9        2.3448E-19    0.1000
   85     268.5        1.9800E-19    0.1000
   86     272.1        1.6452E-19    0.1000
   87     275.9        1.3270E-19    0.1000
   88     279.7        1.0610E-19    0.1000
   89     283.7        8.2540E-20    0.1000
   90     287.8        6.3520E-20    0.1000
   91     292.0        4.7660E-20    0.1000
   92     296.3        3.4202E-20    0.1000
   93     300.8        2.3964E-20    0.1000
   94     305.3        1.7688E-20    0.1000
   95     310.0        1.2800E-20    0.1000
   96     315.0        8.9200E-21    0.1000
   97     320.0        6.3000E-21    0.1000
   98     325.0        4.6300E-21    0.1000
   99     330.0        3.5300E-21    0.1000
  100     335.0        2.8300E-21    0.1000
  101     340.0        2.4600E-21    0.1000
  102     345.0        2.1400E-21    0.1000
  103     350.0        1.9800E-21    0.1000
  104     355.0        1.8200E-21    0.1000
  105     360.0        1.7000E-21    0.1000
  106     365.0        1.5500E-21    0.1000
  107     370.0        1.4200E-21    0.1000
  108     375.0        1.2800E-21    0.1000
  109     380.0        1.1300E-21    0.1000
  110     385.0        9.8000E-22    0.1000
  111     390.0        9.0000E-22    0.1000
  112     395.0        6.9000E-22    0.0000
  113     400.0        5.6000E-22    0.0000
  114     405.0        5.5000E-22    0.0000
  115     410.0        4.4000E-22    0.0000
  116     415.0        3.5000E-22    0.0000
  117     420.0        2.7000E-22    0.0000
  118     425.0        2.0000E-22    0.0000
  119     430.0        1.6000E-22    0.0000
  120     435.0        1.3000E-22    0.0000
  121     440.0        9.0000E-23    0.0000
  122     445.0        7.0000E-23    0.0000
  123     450.0        5.0000E-23    0.0000
  124     455.0        4.9096E-23    0.0000
  125     460.0        4.8192E-23    0.0000
  126     465.0        4.7288E-23    0.0000
  127     470.0        4.6384E-23    0.0000
  128     475.0        4.5480E-23    0.0000
  129     480.0        4.4576E-23    0.0000
  130     485.0        4.3672E-23    0.0000
  131     490.0        4.2768E-23    0.0000
  132     495.0        4.1863E-23    0.0000
  133     500.0        4.0959E-23    0.0000
  134     505.0        4.0055E-23    0.0000
  135     510.0        3.9151E-23    0.0000
  136     515.0        3.8247E-23    0.0000
  137     520.0        3.7343E-23    0.0000
  138     525.0        3.6439E-23    0.0000
  139     530.0        3.5535E-23    0.0000
  140     535.0        3.4631E-23    0.0000
  141     540.0        3.3727E-23    0.0000
  142     545.0        3.2823E-23    0.0000
  143     550.0        3.1919E-23    0.0000
  144     555.0        3.1015E-23    0.0000
  145     560.0        3.0111E-23    0.0000
  146     565.0        2.9207E-23    0.0000
  147     570.0        2.8303E-23    0.0000
  148     575.0        2.7399E-23    0.0000
  149     580.0        2.6494E-23    0.0000
  150     585.0        2.5590E-23    0.0000
  151     590.0        2.4686E-23    0.0000
  152     595.0        2.3782E-23    0.0000
  153     600.0        2.2878E-23    0.0000
  154     605.0        2.1974E-23    0.0000
  155     610.0        2.1070E-23    0.0000
  156     615.0        2.0166E-23    0.0000
  157     620.0        1.9262E-23    0.0000
  158     625.0        1.8358E-23    0.0000
  159     630.0        1.7454E-23    0.0000
  160     635.0        1.6550E-23    0.0000
  161     640.0        1.5646E-23    0.0000
  162     645.0        1.4742E-23    0.0000
  163     650.0        1.3838E-23    0.0000
  164     655.0        1.2934E-23    0.0000
  165     660.0        1.2030E-23    0.0000
  166     665.0        1.1125E-23    0.0000
  167     670.0        1.0221E-23    0.0000
  168     675.0        9.3173E-24    0.0000
  169     680.0        8.4133E-24    0.0000
  170     685.0        7.5092E-24    0.0000
  171     690.0        6.6052E-24    0.0000
  172     695.0        5.7011E-24    0.0000
  173     700.0        4.7970E-24    0.0000
  174     705.0        3.8930E-24    0.0000
  175     710.0        2.9889E-24    0.0000
  176     715.0        2.0849E-24    0.0000
  177     720.0        1.1808E-24    0.0000
  178     725.0        2.7675E-25    0.0000
  179     730.0        0.0000E+00    0.0000
  180     735.0        0.0000E+00    0.0000
  181     740.0        0.0000E+00    0.0000
  182     745.0        0.0000E+00    0.0000
  183     750.0        0.0000E+00    0.0000
