 int. wave (nm)     cross-section       phi
    1     121.5        1.5500E-17    0.0000
    2     116.7        3.0000E-17    0.0000
    3     117.3        2.9700E-17    0.0000
    4     117.9        2.9100E-17    0.0000
    5     118.7        2.8300E-17    0.0000
    6     119.4        2.5600E-17    0.0000
    7     120.2        2.1200E-17    0.0000
    8     120.8        1.8800E-17    0.0000
    9     121.6        1.5000E-17    0.0000
   10     122.3        1.3300E-17    0.0000
   11     123.1        1.4100E-17    0.0000
   12     123.8        1.4800E-17    0.0000
   13     124.6        1.5000E-17    0.0000
   14     125.4        1.9500E-17    0.0000
   15     126.2        1.5000E-17    0.0000
   16     127.0        1.5000E-17    0.0000
   17     127.8        4.3800E-17    0.0000
   18     128.6        4.5333E-17    0.0000
   19     129.4        4.1500E-17    0.0000
   20     130.3        7.1500E-17    0.0000
   21     131.1        6.4667E-17    0.0000
   22     132.0        6.0000E-17    0.0000
   23     132.9        2.5800E-17    0.0000
   24     133.8        7.0000E-18    0.0000
   25     134.6        3.8000E-17    0.0000
   26     135.6        7.0000E-18    0.0000
   27     136.5        2.8500E-17    0.0000
   28     137.4        3.8400E-17    0.0000
   29     138.4        1.2800E-17    0.0000
   30     139.9        2.6750E-17    0.0000
   31     141.8        4.1750E-17    0.0000
   32     143.9        2.9500E-17    0.0000
   33     145.9        7.3000E-18    0.0000
   34     148.1        2.3600E-17    0.0000
   35     150.4        3.1200E-17    0.0000
   36     152.6        2.4700E-17    0.0000
   37     155.0        1.1500E-17    0.0000
   38     157.4        4.9259E-19    0.6680
   39     160.0        3.9630E-19    0.6677
   40     162.6        3.0000E-19    0.6675
   41     165.3        2.0000E-19    0.6673
   42     168.1        1.3501E-19    0.6670
   43     170.9        1.1153E-18    0.6667
   44     173.1        1.8855E-18    0.6664
   45     174.6        2.4106E-18    0.6662
   46     176.2        2.9708E-18    0.6660
   47     177.8        3.5309E-18    0.6658
   48     179.4        4.0911E-18    0.6657
   49     181.0        6.1965E-17    0.6655
   50     182.7        3.6561E-17    0.6653
   51     184.3        2.6191E-17    0.6651
   52     186.1        2.2733E-17    0.6650
   53     187.8        2.9553E-17    0.6670
   54     189.6        5.9169E-17    0.6665
   55     191.4        1.0945E-16    0.6670
   56     193.2        1.7131E-16    0.6682
   57     195.1        2.0301E-16    0.6660
   58     197.0        2.2979E-16    0.6680
   59     199.0        2.8068E-16    0.6667
