 int. wave (nm)     cross-section       phi
    1     121.5        2.2541E-17    1.0000
    2     116.7        2.3843E-17    1.0000
    3     117.3        2.3680E-17    1.0000
    4     117.9        2.3518E-17    1.0000
    5     118.7        2.3301E-17    1.0000
    6     119.4        2.3111E-17    1.0000
    7     120.2        2.2894E-17    1.0000
    8     120.8        2.2731E-17    1.0000
    9     121.6        2.2514E-17    1.0000
   10     122.3        2.2324E-17    1.0000
   11     123.1        2.2107E-17    1.0000
   12     123.8        2.1917E-17    1.0000
   13     124.6        2.1700E-17    1.0000
   14     125.4        2.1483E-17    1.0000
   15     126.2        2.1267E-17    1.0000
   16     127.0        2.1050E-17    1.0000
   17     127.8        2.0833E-17    1.0000
   18     128.6        2.0616E-17    1.0000
   19     129.4        2.0399E-17    1.0000
   20     130.3        2.0154E-17    1.0000
   21     131.1        1.9938E-17    1.0000
   22     132.0        1.9693E-17    1.0000
   23     132.9        1.9449E-17    1.0000
   24     133.8        1.9205E-17    1.0000
   25     134.6        1.8988E-17    1.0000
   26     135.6        1.8717E-17    1.0000
   27     136.5        1.8473E-17    1.0000
   28     137.4        1.8229E-17    1.0000
   29     138.4        1.7958E-17    1.0000
   30     139.9        1.7551E-17    1.0000
   31     141.8        1.7035E-17    1.0000
   32     143.9        1.6466E-17    1.0000
   33     145.9        1.5923E-17    1.0000
   34     148.1        1.5327E-17    1.0000
   35     150.4        1.4703E-17    1.0000
   36     152.6        1.4106E-17    1.0000
   37     155.0        1.3455E-17    1.0000
   38     157.4        1.2804E-17    1.0000
   39     160.0        1.2099E-17    1.0000
   40     162.6        1.1394E-17    1.0000
   41     165.3        1.0662E-17    1.0000
   42     168.1        9.9021E-18    1.0000
   43     170.9        9.1427E-18    1.0000
   44     173.1        8.5460E-18    1.0000
   45     174.6        8.1392E-18    1.0000
   46     176.2        7.7052E-18    1.0000
   47     177.8        7.2712E-18    1.0000
   48     179.4        6.8373E-18    1.0000
   49     181.0        6.4033E-18    1.0000
   50     182.7        5.9422E-18    1.0000
   51     184.3        5.5083E-18    1.0000
   52     186.1        5.0200E-18    1.0000
   53     187.8        4.5590E-18    1.0000
   54     189.6        4.0708E-18    1.0000
   55     191.4        3.5825E-18    1.0000
   56     193.2        3.0943E-18    1.0000
   57     195.1        2.5790E-18    1.0000
   58     197.0        2.0637E-18    1.0000
   59     199.0        1.5212E-18    1.0000
   60     201.0        1.3700E-18    1.0000
   61     203.1        1.6220E-18    1.0000
   62     205.1        1.8720E-18    1.0000
   63     207.3        2.3560E-18    1.0000
   64     209.4        2.8180E-18    1.0000
   65     211.6        3.3660E-18    1.0000
   66     213.9        3.9640E-18    1.0000
   67     216.2        3.6548E-18    1.0000
   68     218.6        2.4644E-18    1.0000
   69     221.0        1.6960E-18    1.0000
   70     223.5        1.5110E-18    1.0000
   71     226.0        1.3280E-18    1.0000
   72     228.6        1.1408E-18    1.0000
   73     231.2        9.5360E-19    1.0000
   74     233.9        7.5920E-19    1.0000
   75     236.7        5.9160E-19    1.0000
   76     239.5        4.4600E-19    1.0000
   77     242.4        3.5280E-19    1.0000
   78     245.4        2.7200E-19    1.0000
   79     248.5        2.1000E-19    1.0000
   80     251.6        1.5760E-19    1.0000
   81     254.8        1.1280E-19    1.0000
   82     258.1        9.1400E-20    1.0000
   83     261.4        6.8800E-20    1.0000
   84     264.9        4.0800E-20    1.0000
   85     268.5        2.6000E-20    1.0000
   86     272.1        1.3280E-20    1.0000
   87     275.9        4.2673E-21    1.0000
   88     279.7        5.3960E-21    1.0000
   89     283.7        6.5842E-21    1.0000
   90     287.8        7.8020E-21    1.0000
   91     292.0        9.0495E-21    1.0000
   92     296.3        1.0327E-20    1.0000
   93     300.8        1.1663E-20    1.0000
   94     305.3        1.3000E-20    1.0000
   95     310.0        1.3000E-20    1.0000
   96     315.0        3.0000E-20    1.0000
   97     320.0        4.9000E-20    1.0000
   98     325.0        5.0000E-20    1.0000
   99     330.0        1.1100E-19    1.0000
  100     335.0        9.6000E-20    1.0000
  101     340.0        1.0000E-19    1.0000
  102     345.0        1.0900E-19    1.0000
  103     350.0        1.1200E-19    1.0000
  104     355.0        3.6400E-19    1.0000
  105     360.0        9.0000E-20    1.0000
  106     365.0        1.6800E-19    1.0000
  107     370.0        1.7800E-19    1.0000
  108     375.0        5.3000E-20    1.0000
  109     380.0        9.6000E-20    1.0000
  110     385.0        2.0300E-19    1.0000
  111     390.0        2.7000E-20    1.0000
  112     395.0        9.9999E-21    1.0000
  113     400.0        4.0000E-21    1.0000
  114     405.0        3.8953E-21    1.0000
  115     410.0        3.7906E-21    1.0000
  116     415.0        3.6859E-21    1.0000
  117     420.0        3.5812E-21    1.0000
  118     425.0        3.4764E-21    1.0000
  119     430.0        3.3717E-21    1.0000
  120     435.0        3.2670E-21    1.0000
  121     440.0        3.1623E-21    1.0000
  122     445.0        3.0576E-21    1.0000
  123     450.0        2.9529E-21    1.0000
  124     455.0        2.8482E-21    1.0000
  125     460.0        2.7435E-21    1.0000
  126     465.0        2.6387E-21    1.0000
  127     470.0        2.5340E-21    1.0000
  128     475.0        2.4293E-21    1.0000
  129     480.0        2.3246E-21    1.0000
  130     485.0        2.2199E-21    1.0000
  131     490.0        2.1152E-21    1.0000
  132     495.0        2.0105E-21    1.0000
  133     500.0        1.9058E-21    1.0000
  134     505.0        1.8010E-21    1.0000
  135     510.0        1.6963E-21    1.0000
  136     515.0        1.5916E-21    1.0000
  137     520.0        1.4869E-21    1.0000
  138     525.0        1.3822E-21    1.0000
