 int. wave (nm)     cross-section       phi
    1     121.5        3.0500E-18    0.0000
    2     116.7        1.2800E-17    0.0000
    3     117.3        4.5140E-17    0.0000
    4     117.9        1.1102E-16    0.0000
    5     118.7        4.0156E-17    0.0000
    6     119.4        4.3480E-18    0.0000
    7     120.2        3.2100E-18    0.0000
    8     120.8        3.0900E-18    0.0000
    9     121.6        3.0500E-18    0.0000
   10     122.3        3.9620E-18    0.0000
   11     123.1        6.9040E-18    0.0000
   12     123.8        1.2602E-17    0.0000
   13     124.6        2.0193E-17    0.0000
   14     125.4        3.5340E-17    0.0000
   15     126.2        5.2380E-17    0.0000
   16     127.0        7.5100E-17    0.0000
   17     127.8        9.0920E-17    0.0000
   18     128.6        9.5240E-17    0.0000
   19     129.4        9.0387E-17    0.0000
   20     130.3        7.4607E-17    0.0000
   21     131.1        5.7260E-17    0.0000
   22     132.0        3.6500E-17    0.0000
   23     132.9        2.5580E-17    0.0000
   24     133.8        1.5858E-17    0.0000
   25     134.6        9.3460E-18    0.0000
   26     135.6        4.4660E-18    0.0000
   27     136.5        2.0300E-18    0.0000
   28     137.4        1.2992E-18    0.0000
   29     138.4        8.3360E-19    0.0000
   30     139.9        1.1429E-18    0.0037
   31     141.8        3.2380E-18    0.0251
   32     143.9        5.5993E-18    0.0546
   33     145.9        7.6100E-18    0.0825
   34     148.1        4.5833E-18    0.1134
   35     150.4        1.4261E-18    0.1458
   36     152.6        5.3587E-19    0.1763
   37     155.0        1.7573E-19    0.2098
   38     157.4        4.3307E-20    0.2434
   39     160.0        4.4700E-20    0.2796
   40     162.6        5.3204E-20    0.3158
   41     165.3        6.4124E-20    0.3539
   42     168.1        7.7972E-20    0.3929
   43     170.9        9.9280E-20    0.4324
   44     173.1        1.1360E-19    0.4633
   45     174.6        1.2500E-19    0.4841
   46     176.2        1.3300E-19    0.5064
   47     177.8        1.4000E-19    0.5288
   48     179.4        1.4500E-19    0.5509
   49     181.0        1.4600E-19    0.5733
   50     182.7        1.4500E-19    0.5971
   51     184.3        1.4300E-19    0.6195
   52     186.1        1.3800E-19    0.6448
   53     187.8        1.2900E-19    0.6684
   54     189.6        1.1800E-19    0.6936
   55     191.4        1.0000E-19    0.7189
   56     193.2        9.0000E-20    0.7438
   57     195.1        7.5000E-20    0.7702
   58     197.0        5.9000E-20    0.7967
   59     199.0        4.6000E-20    0.8255
   60     201.0        3.5000E-20    0.8520
   61     203.1        2.6000E-20    0.8817
   62     205.1        1.9500E-20    0.9090
   63     207.3        1.3500E-20    0.9388
   64     209.4        9.0000E-21    0.9707
   65     211.6        5.6000E-21    0.9974
   66     213.9        3.5000E-21    1.0000
   67     216.2        2.1000E-21    1.0000
   68     218.6        1.2500E-21    1.0000
   69     221.0        7.5000E-22    1.0000
   70     223.5        4.4000E-22    1.0000
   71     226.0        2.3000E-22    1.0000
   72     228.6        1.0000E-22    1.0000
   73     231.2        7.0000E-23    1.0000
   74     233.9        3.6500E-23    1.0000
   75     236.7        2.1500E-23    1.0000
   76     239.5        1.1500E-23    1.0000
   77     242.4        9.8593E-24    1.0000
   78     245.4        9.5584E-24    1.0000
   79     248.5        9.2475E-24    1.0000
   80     251.6        8.9365E-24    1.0000
   81     254.8        8.6156E-24    1.0000
   82     258.1        8.2846E-24    1.0000
   83     261.4        7.9536E-24    1.0000
   84     264.9        7.6026E-24    1.0000
   85     268.5        7.2415E-24    1.0000
   86     272.1        6.8804E-24    1.0000
   87     275.9        6.4993E-24    1.0000
   88     279.7        6.1182E-24    1.0000
   89     283.7        5.7170E-24    1.0000
   90     287.8        5.3058E-24    1.0000
   91     292.0        4.8845E-24    1.0000
   92     296.3        4.4532E-24    1.0000
   93     300.8        4.0019E-24    1.0000
   94     305.3        3.5505E-24    1.0000
   95     310.0        3.0791E-24    1.0000
   96     315.0        2.5777E-24    1.0000
   97     320.0        2.0762E-24    1.0000
   98     325.0        1.5747E-24    1.0000
   99     330.0        1.0732E-24    1.0000
  100     335.0        5.7170E-25    1.0000
  101     340.0        7.0209E-26    1.0000
  102     345.0        0.0000E+00    1.0000
  103     350.0        0.0000E+00    0.0000
  104     355.0        0.0000E+00    0.0000
  105     360.0        0.0000E+00    0.0000
  106     365.0        0.0000E+00    0.0000
  107     370.0        0.0000E+00    0.0000
  108     375.0        0.0000E+00    0.0000
  109     380.0        0.0000E+00    0.0000
  110     385.0        0.0000E+00    0.0000
  111     390.0        0.0000E+00    0.0000
  112     395.0        0.0000E+00    0.0000
  113     400.0        0.0000E+00    0.0000
  114     405.0        0.0000E+00    0.0000
  115     410.0        0.0000E+00    0.0000
  116     415.0        0.0000E+00    0.0000
  117     420.0        0.0000E+00    0.0000
  118     425.0        0.0000E+00    0.0000
  119     430.0        0.0000E+00    0.0000
  120     435.0        0.0000E+00    0.0000
  121     440.0        0.0000E+00    0.0000
  122     445.0        0.0000E+00    0.0000
  123     450.0        0.0000E+00    0.0000
  124     455.0        0.0000E+00    0.0000
  125     460.0        0.0000E+00    0.0000
  126     465.0        0.0000E+00    0.0000
  127     470.0        0.0000E+00    0.0000
  128     475.0        0.0000E+00    0.0000
  129     480.0        0.0000E+00    0.0000
  130     485.0        0.0000E+00    0.0000
  131     490.0        0.0000E+00    0.0000
  132     495.0        0.0000E+00    0.0000
  133     500.0        0.0000E+00    0.0000
  134     505.0        0.0000E+00    0.0000
  135     510.0        0.0000E+00    0.0000
  136     515.0        0.0000E+00    0.0000
  137     520.0        0.0000E+00    0.0000
  138     525.0        0.0000E+00    0.0000
  139     530.0        0.0000E+00    0.0000
  140     535.0        0.0000E+00    0.0000
  141     540.0        0.0000E+00    0.0000
  142     545.0        0.0000E+00    0.0000
