λ,Φ,ΔΦ,species
193.0,0.53,0.1,Cl
222.0,0.46,0.1,Cl
248.0,0.41,0.13,Cl
308.0,0.64,0.2,Cl
193.0,0.53,0.1,NO3
222.0,0.46,0.1,NO3
248.0,0.41,0.13,NO3
308.0,0.64,0.2,NO3
