 int. wave (nm)     cross-section       phi
    1     121.5        0.0000E+00    0.29
    2     116.7        0.0000E+00    0.29
    3     117.3        0.0000E+00    0.29
    4     117.9        0.0000E+00    0.29
    5     118.7        0.0000E+00    0.29
    6     119.4        0.0000E+00    0.29
    7     120.2        0.0000E+00    0.29
    8     120.8        0.0000E+00    0.29
    9     121.6        0.0000E+00    0.29
   10     122.3        0.0000E+00    0.29
   11     123.1        0.0000E+00    0.29
   12     123.8        0.0000E+00    0.29
   13     124.6        0.0000E+00    0.29
   14     125.4        0.0000E+00    0.29
   15     126.2        0.0000E+00    0.29
   16     127.0        0.0000E+00    0.29
   17     127.8        0.0000E+00    0.29
   18     128.6        0.0000E+00    0.29
   19     129.4        0.0000E+00    0.29
   20     130.3        0.0000E+00    0.29
   21     131.1        0.0000E+00    0.29
   22     132.0        0.0000E+00    0.29
   23     132.9        0.0000E+00    0.29
   24     133.8        0.0000E+00    0.29
   25     134.6        0.0000E+00    0.29
   26     135.6        0.0000E+00    0.29
   27     136.5        0.0000E+00    0.29
   28     137.4        0.0000E+00    0.29
   29     138.4        0.0000E+00    0.29
   30     139.9        0.0000E+00    0.29
   31     141.8        0.0000E+00    0.29
   32     143.9        0.0000E+00    0.29
   33     145.9        0.0000E+00    0.29
   34     148.1        0.0000E+00    0.29
   35     150.4        0.0000E+00    0.29
   36     152.6        0.0000E+00    0.29
   37     155.0        0.0000E+00    0.29
   38     157.4        0.0000E+00    0.29
   39     160.0        0.0000E+00    0.29
   40     162.6        0.0000E+00    0.29
   41     165.3        0.0000E+00    0.29
   42     168.1        0.0000E+00    0.29
   43     170.9        0.0000E+00    0.29
   44     173.1        0.0000E+00    0.29
   45     174.6        0.0000E+00    0.29
   46     176.2        0.0000E+00    0.29
   47     177.8        0.0000E+00    0.29
   48     179.4        0.0000E+00    0.29
   49     181.0        0.0000E+00    0.29
   50     182.7        0.0000E+00    0.29
   51     184.3        1.5850E-17    0.29
   52     186.1        1.4950E-17    0.29
   53     187.8        1.4100E-17    0.29
   54     189.6        1.3200E-17    0.29
   55     191.4        1.2160E-17    0.29
   56     193.2        1.1080E-17    0.29
   57     195.1        9.9440E-18    0.29
   58     197.0        8.8800E-18    0.29
   59     199.0        5.5360E-18    0.29
   60     201.0        5.1440E-18    0.29
   61     203.1        4.7324E-18    0.29
   62     205.1        4.3402E-18    0.29
   63     207.3        3.9046E-18    0.29
   64     209.4        3.4888E-18    0.29
   65     211.6        3.2228E-18    0.29
   66     213.9        3.0112E-18    0.29
   67     216.2        2.8428E-18    0.29
   68     218.6        2.7084E-18    0.29
   69     221.0        2.5800E-18    0.29
   70     223.5        2.4550E-18    0.29
   71     226.0        2.3260E-18    0.29
   72     228.6        2.1856E-18    0.29
   73     231.2        2.0308E-18    0.29
   74     233.9        1.8526E-18    0.29
   75     236.7        1.6508E-18    0.29
   76     239.5        1.4380E-18    0.29
   77     242.4        1.2224E-18    0.29
   78     245.4        1.0073E-18    0.29
   79     248.5        8.3120E-19    0.29
   80     251.6        6.8296E-19    0.29
   81     254.8        5.5688E-19    0.29
   82     258.1        4.7212E-19    0.29
   83     261.4        4.0428E-19    0.29
   84     264.9        3.5248E-19    0.29
   85     268.5        3.2020E-19    0.29
   86     272.1        2.9566E-19    0.29
   87     275.9        2.7622E-19    0.29
   88     279.7        2.6026E-19    0.29
   89     283.7        2.4494E-19    0.29
   90     287.8        2.2824E-19    0.29
   91     292.0        2.1020E-19    0.29
   92     296.3        1.9102E-19    0.29
   93     300.8        1.7064E-19    0.29
   94     305.3        1.5180E-19    0.29
   95     310.0        1.3300E-19    0.29
   96     315.0        1.1700E-19    0.29
   97     320.0        1.0300E-19    0.29
   98     325.0        9.2700E-20    0.29
   99     330.0        8.4400E-20    0.29
  100     335.0        7.7800E-20    0.29
  101     340.0        7.2400E-20    0.29
  102     345.0        6.7700E-20    0.29
  103     350.0        6.3100E-20    0.29
  104     355.0        5.8400E-20    0.29
  105     360.0        5.3900E-20    0.29
  106     365.0        4.8800E-20    0.29
  107     370.0        4.4000E-20    0.29
  108     375.0        3.9000E-20    0.29
  109     380.0        3.4200E-20    0.29
  110     385.0        2.9800E-20    0.29
  111     390.0        2.5800E-20    0.29
  112     395.0        2.2400E-20    0.29
  113     400.0        1.9800E-20    0.29
  114     405.0        1.7400E-20    0.29
  115     410.0        1.5800E-20    0.29
  116     415.0        1.4500E-20    0.29
  117     420.0        1.3500E-20    0.29
  118     425.0        1.2800E-20    0.29
  119     430.0        1.2200E-20    0.29
  120     435.0        1.1500E-20    0.29
  121     440.0        1.0800E-20    0.29
  122     445.0        0.29E-20    0.29
  123     450.0        9.0700E-21    0.29
  124     455.0        8.0000E-21    0.29
  125     460.0        7.0400E-21    0.29
  126     465.0        5.9500E-21    0.29
  127     470.0        4.9200E-21    0.29
  128     475.0        3.8400E-21    0.29
  129     480.0        2.9200E-21    0.29
  130     485.0        2.1700E-21    0.29
  131     490.0        1.4200E-21    0.29
  132     495.0        8.6000E-22    0.29
  133     500.0        0.0000E+00    0.29
  134     505.0        0.0000E+00    0.29
  135     510.0        0.0000E+00    0.29
  136     515.0        0.0000E+00    0.29
  137     520.0        0.0000E+00    0.29
  138     525.0        0.0000E+00    0.29
  139     530.0        0.0000E+00    0.29
  140     535.0        0.0000E+00    0.29
  141     540.0        0.0000E+00    0.29
  142     545.0        0.0000E+00    0.29
  143     550.0        0.0000E+00    0.29
  144     555.0        0.0000E+00    0.29
  145     560.0        0.0000E+00    0.29
  146     565.0        0.0000E+00    0.29
  147     570.0        0.0000E+00    0.29
  148     575.0        0.0000E+00    0.29
  149     580.0        0.0000E+00    0.29
  150     585.0        0.0000E+00    0.29
  151     590.0        0.0000E+00    0.29
  152     595.0        0.0000E+00    0.29
  153     600.0        0.0000E+00    0.29
  154     605.0        0.0000E+00    0.29
  155     610.0        0.0000E+00    0.29
  156     615.0        0.0000E+00    0.29
  157     620.0        0.0000E+00    0.29
  158     625.0        0.0000E+00    0.29
  159     630.0        0.0000E+00    0.29
  160     635.0        0.0000E+00    0.29
  161     640.0        0.0000E+00    0.29
  162     645.0        0.0000E+00    0.29
  163     650.0        0.0000E+00    0.29
  164     655.0        0.0000E+00    0.29
  165     660.0        0.0000E+00    0.29
  166     665.0        0.0000E+00    0.29
  167     670.0        0.0000E+00    0.29
  168     675.0        0.0000E+00    0.29
  169     680.0        0.0000E+00    0.29
  170     685.0        0.0000E+00    0.29
  171     690.0        0.0000E+00    0.29
  172     695.0        0.0000E+00    0.29
  173     700.0        0.0000E+00    0.29
  174     705.0        0.0000E+00    0.29
