236  8.27  3.35
238  6.77  3.44
240  5.66  3.49
242  4.88  3.45
244  4.34  3.36
246  3.97  3.24
248  3.72  3.10
250  3.56  2.97
252  3.44  2.88
254  3.34  2.82
256  3.25  2.79
258  3.16  2.80
260  3.07  2.81
262  2.96  2.84
264  2.84  2.89
266  2.72  2.94
268  2.57  3.01
270  2.42  3.08
272  2.27  3.15
274  2.10  3.24
276  1.94  3.32
278  1.77  3.40
280  1.61  3.51
282  1.45  3.61
284  1.29  3.72
286  1.14  3.84
288  1.00  3.96
290  0.871  4.08
292  0.754  4.21
294  0.642  4.38
296  0.519  4.56
298  0.435  4.72
300  0.364  4.91
302  0.298  5.14
304  0.241  5.43
306  0.194  5.67
308  0.154  6.00
310  0.121  6.27
312  0.0940  6.68
314  0.0723  7.13
316  0.0548  7.54
318  0.0412  8.00
320  0.0304  8.88
322  0.0228  9.32
324  0.0164  10.3
326  0.0118  10.7
328  0.00868  11.5
330  0.00618  13.8
332  0.00447  15.5
334  0.00311  16.1
336  0.00216  0
338  0.00161  0
340  0.00116  0
342  0.000812  0
344  0.000468  0

wavelength/nm	SIGMA(298K) 10^20  B/1E-3 K

where ln SIGMA(T) = ln SIGMA(298K) + B[T-298]
