 int. wave (nm)     cross-section       phi
    1     121.5        3.4400E-17    1.0000
    2     116.7        8.4851E-18    1.0000
    3     117.3        9.0863E-18    1.0000
    4     117.9        8.3440E-18    1.0000
    5     118.7        1.0406E-17    1.0000
    6     119.4        1.3379E-17    1.0000
    7     120.2        2.1053E-17    1.0000
    8     120.8        2.7550E-17    1.0000
    9     121.6        3.5107E-17    1.0000
   10     122.3        3.8835E-17    1.0000
   11     123.1        4.0375E-17    1.0000
   12     123.8        5.5956E-17    1.0000
   13     124.6        7.9185E-17    1.0000
   14     125.4        1.0333E-16    1.0000
   15     126.2        9.7417E-17    1.0000
   16     127.0        8.5131E-17    1.0000
   17     127.8        5.3563E-17    1.0000
   18     128.6        2.8040E-17    1.0000
   19     129.4        1.7894E-17    1.0000
   20     130.3        1.2717E-17    1.0000
   21     131.1        1.2282E-17    1.0000
   22     132.0        1.2747E-17    1.0000
   23     132.9        9.9040E-18    1.0000
   24     133.8        8.1972E-18    1.0000
   25     134.6        4.9368E-18    1.0000
   26     135.6        3.1953E-18    1.0000
   27     136.5        3.0472E-18    1.0000
   28     137.4        3.0694E-18    1.0000
   29     138.4        3.3475E-18    1.0000
   30     139.9        3.4749E-18    1.0000
   31     141.8        3.7419E-18    1.0000
   32     143.9        3.9239E-18    1.0000
   33     145.9        4.3993E-18    1.0000
   34     148.1        5.0304E-18    1.0000
   35     150.4        5.2817E-18    1.0000
   36     152.6        4.5926E-18    1.0000
   37     155.0        3.9606E-18    1.0000
   38     157.4        2.5196E-18    1.0000
   39     160.0        1.3537E-18    1.0000
   40     162.6        6.4736E-19    1.0000
   41     165.3        3.4767E-19    1.0000
   42     168.1        3.5131E-19    1.0000
   43     170.9        5.3816E-19    1.0000
   44     173.1        7.8724E-19    1.0000
   45     174.6        1.0616E-18    1.0000
   46     176.2        1.3013E-18    1.0000
   47     177.8        1.7432E-18    1.0000
   48     179.4        2.0856E-18    1.0000
   49     181.0        2.6024E-18    1.0000
   50     182.7        3.2058E-18    1.0000
   51     184.3        4.2295E-18    1.0000
   52     186.1        4.4650E-18    1.0000
   53     187.8        5.0868E-18    1.0000
   54     189.6        3.4180E-18    1.0000
   55     191.4        6.8410E-18    1.0000
   56     193.2        1.7640E-17    1.0000
   57     195.1        5.4280E-18    1.0000
   58     197.0        4.2430E-18    1.0000
   59     199.0        5.8210E-18    1.0000
   60     201.0        8.5140E-18    1.0000
   61     203.1        2.2010E-18    1.0000
   62     205.1        1.0100E-17    1.0000
   63     207.3        5.6540E-18    1.0000
   64     209.4        1.4720E-18    1.0000
   65     211.6        3.2890E-19    1.0000
   66     213.9        3.6740E-18    1.0000
   67     216.2        6.7790E-19    1.0000
   68     218.6        2.6750E-19    1.0000
   69     221.0        1.4070E-18    1.0000
   70     223.5        1.6500E-19    1.0000
   71     226.0        3.8000E-19    1.0000
   72     228.6        8.8950E-20    1.0000
   73     231.2        3.6630E-20    1.0000
   74     233.9        2.2640E-20    1.0000
   75     236.7        3.1620E-20    1.0000
   76     239.5        3.6550E-20    1.0000
   77     242.4        3.0092E-19    1.0000
   78     245.4        6.5900E-20    1.0000
   79     248.5        6.7320E-20    1.0000
   80     251.6        1.2186E-19    1.0000
   81     254.8        1.9195E-19    1.0000
   82     258.1        2.2143E-19    1.0000
   83     261.4        2.8900E-19    1.0000
   84     264.9        3.8300E-19    1.0000
   85     268.5        5.8000E-19    1.0000
   86     272.1        5.9300E-19    1.0000
   87     275.9        5.9900E-19    1.0000
   88     279.7        7.3467E-19    1.0000
   89     283.7        8.1086E-19    1.0000
   90     287.8        7.8754E-19    1.0000
   91     292.0        8.4875E-19    1.0000
   92     296.3        9.6600E-19    1.0000
