 int. wave (nm)     cross-section       phi
    1     121.5        0.0000E+00    0.3900
    2     116.7        0.0000E+00    0.3900
    3     117.3        0.0000E+00    0.3900
    4     117.9        0.0000E+00    0.3900
    5     118.7        0.0000E+00    0.3900
    6     119.4        0.0000E+00    0.3900
    7     120.2        0.0000E+00    0.3900
    8     120.8        0.0000E+00    0.3900
    9     121.6        0.0000E+00    0.3900
   10     122.3        0.0000E+00    0.3900
   11     123.1        0.0000E+00    0.3900
   12     123.8        0.0000E+00    0.3900
   13     124.6        0.0000E+00    0.3900
   14     125.4        0.0000E+00    0.3900
   15     126.2        0.0000E+00    0.3900
   16     127.0        0.0000E+00    0.3900
   17     127.8        0.0000E+00    0.3900
   18     128.6        0.0000E+00    0.3900
   19     129.4        0.0000E+00    0.3900
   20     130.3        0.0000E+00    0.3900
   21     131.1        0.0000E+00    0.3900
   22     132.0        0.0000E+00    0.3900
   23     132.9        0.0000E+00    0.3900
   24     133.8        0.0000E+00    0.3900
   25     134.6        0.0000E+00    0.3900
   26     135.6        0.0000E+00    0.3900
   27     136.5        0.0000E+00    0.3900
   28     137.4        0.0000E+00    0.3900
   29     138.4        0.0000E+00    0.3900
   30     139.9        0.0000E+00    0.3900
   31     141.8        0.0000E+00    0.3900
   32     143.9        0.0000E+00    0.3900
   33     145.9        0.0000E+00    0.3900
   34     148.1        0.0000E+00    0.3900
   35     150.4        0.0000E+00    0.3900
   36     152.6        0.0000E+00    0.3900
   37     155.0        0.0000E+00    0.3900
   38     157.4        0.0000E+00    0.3900
   39     160.0        0.0000E+00    0.3900
   40     162.6        0.0000E+00    0.3900
   41     165.3        0.0000E+00    0.3900
   42     168.1        0.0000E+00    0.3900
   43     170.9        0.0000E+00    0.3900
   44     173.1        0.0000E+00    0.3900
   45     174.6        0.0000E+00    0.3900
   46     176.2        0.0000E+00    0.3900
   47     177.8        0.0000E+00    0.3900
   48     179.4        0.0000E+00    0.3900
   49     181.0        0.0000E+00    0.3900
   50     182.7        0.0000E+00    0.3900
   51     184.3        0.0000E+00    0.3900
   52     186.1        0.0000E+00    0.3900
   53     187.8        0.0000E+00    0.3900
   54     189.6        1.0255E-17    0.3900
   55     191.4        9.5568E-18    0.3900
   56     193.2        8.8584E-18    0.3900
   57     195.1        8.1094E-18    0.3900
   58     197.0        7.1480E-18    0.3900
   59     199.0        6.1360E-18    0.3900
   60     201.0        5.2380E-18    0.3900
   61     203.1        4.4148E-18    0.3900
   62     205.1        3.6448E-18    0.3900
   63     207.3        3.0904E-18    0.3900
   64     209.4        2.5612E-18    0.3900
   65     211.6        2.1636E-18    0.3900
   66     213.9        1.8094E-18    0.3900
   67     216.2        1.5344E-18    0.3900
   68     218.6        1.3232E-18    0.3900
   69     221.0        1.1504E-18    0.3900
   70     223.5        1.0264E-18    0.3900
   71     226.0        9.2320E-19    0.3900
   72     228.6        8.4832E-19    0.3900
   73     231.2        7.8160E-19    0.3900
   74     233.9        7.2220E-19    0.3900
   75     236.7        6.6162E-19    0.3900
   76     239.5        6.0170E-19    0.3900
   77     242.4        5.4588E-19    0.3900
   78     245.4        4.9068E-19    0.3900
   79     248.5        4.4170E-19    0.3900
   80     251.6        3.9656E-19    0.3900
   81     254.8        3.5368E-19    0.3900
   82     258.1        3.0574E-19    0.3900
   83     261.4        2.6288E-19    0.3900
   84     264.9        2.2508E-19    0.3900
   85     268.5        1.9180E-19    0.3900
   86     272.1        1.5952E-19    0.3900
   87     275.9        1.2662E-19    0.3900
   88     279.7        9.5460E-20    0.3900
   89     283.7        7.0800E-20    0.3900
   90     287.8        5.0120E-20    0.3900
   91     292.0        3.4400E-20    0.3900
   92     296.3        2.3400E-20    0.3900
   93     300.8        1.5200E-20    0.3900
   94     305.3        1.0760E-20    0.3900
   95     310.0        7.0000E-21    0.3900
   96     315.0        4.0000E-21    0.3900
   97     320.0        3.0000E-21    0.3900
   98     325.0        2.0000E-21    0.3900
   99     330.0        1.0000E-21    0.3900
  100     335.0        0.0000E+00    0.3900
  101     340.0        0.0000E+00    0.3900
  102     345.0        0.0000E+00    0.3900
  103     350.0        0.0000E+00    0.3900
  104     355.0        0.0000E+00    0.3900
  105     360.0        0.0000E+00    0.3900
  106     365.0        0.0000E+00    0.3900
  107     370.0        0.0000E+00    0.3900
  108     375.0        0.0000E+00    0.3900
  109     380.0        0.0000E+00    0.3900
  110     385.0        0.0000E+00    0.3900
  111     390.0        0.0000E+00    0.3900
  112     395.0        0.0000E+00    0.3900
  113     400.0        0.0000E+00    0.3900
  114     405.0        0.0000E+00    0.3900
  115     410.0        0.0000E+00    0.3900
  116     415.0        0.0000E+00    0.3900
  117     420.0        0.0000E+00    0.3900
  118     425.0        0.0000E+00    0.3900
  119     430.0        0.0000E+00    0.3900
  120     435.0        0.0000E+00    0.3900
  121     440.0        0.0000E+00    0.3900
  122     445.0        0.0000E+00    0.3900
  123     450.0        0.0000E+00    0.3900
  124     455.0        0.0000E+00    0.3900
  125     460.0        0.0000E+00    0.3900
  126     465.0        0.0000E+00    0.3900
  127     470.0        0.0000E+00    0.3900
  128     475.0        0.0000E+00    0.3900
  129     480.0        0.0000E+00    0.3900
  130     485.0        0.0000E+00    0.3900
  131     490.0        0.0000E+00    0.3900
  132     495.0        0.0000E+00    0.3900
  133     500.0        0.0000E+00    0.3900
  134     505.0        0.0000E+00    0.3900
  135     510.0        0.0000E+00    0.3900
  136     515.0        0.0000E+00    0.3900
  137     520.0        0.0000E+00    0.3900
  138     525.0        0.0000E+00    0.3900
  139     530.0        0.0000E+00    0.3900
  140     535.0        0.0000E+00    0.3900
  141     540.0        0.0000E+00    0.3900
  142     545.0        0.0000E+00    0.3900
  143     550.0        0.0000E+00    0.3900
  144     555.0        0.0000E+00    0.3900
  145     560.0        0.0000E+00    0.3900
  146     565.0        0.0000E+00    0.3900
  147     570.0        0.0000E+00    0.3900
  148     575.0        0.0000E+00    0.3900
  149     580.0        0.0000E+00    0.3900
  150     585.0        0.0000E+00    0.3900
  151     590.0        0.0000E+00    0.3900
  152     595.0        0.0000E+00    0.3900
  153     600.0        0.0000E+00    0.3900
  154     605.0        0.0000E+00    0.3900
  155     610.0        0.0000E+00    0.3900
  156     615.0        0.0000E+00    0.3900
  157     620.0        0.0000E+00    0.3900
  158     625.0        0.0000E+00    0.3900
  159     630.0        0.0000E+00    0.3900
  160     635.0        0.0000E+00    0.3900
  161     640.0        0.0000E+00    0.3900
  162     645.0        0.0000E+00    0.3900
  163     650.0        0.0000E+00    0.3900
  164     655.0        0.0000E+00    0.3900
  165     660.0        0.0000E+00    0.3900
  166     665.0        0.0000E+00    0.3900
  167     670.0        0.0000E+00    0.3900
  168     675.0        0.0000E+00    0.3900
  169     680.0        0.0000E+00    0.3900
  170     685.0        0.0000E+00    0.3900
  171     690.0        0.0000E+00    0.3900
  172     695.0        0.0000E+00    0.3900
  173     700.0        0.0000E+00    0.3900
  174     705.0        0.0000E+00    0.3900
  175     710.0        0.0000E+00    0.3900
  176     715.0        0.0000E+00    0.3900
  177     720.0        0.0000E+00    0.3900
  178     725.0        0.0000E+00    0.3900
  179     730.0        0.0000E+00    0.3900
  180     735.0        0.0000E+00    0.3900
  181     740.0        0.0000E+00    0.3900
  182     745.0        0.0000E+00    0.3900
  183     750.0        0.0000E+00    0.3900
  184     755.0        0.0000E+00    0.3900
  185     760.0        0.0000E+00    0.3900
  186     765.0        0.0000E+00    0.3900
