 int. wave (nm)     cross-section       phi
    1     121.5        3.3620E-17    1.0000
    2     116.7        3.6278E-17    1.0000
    3     117.3        3.5882E-17    1.0000
    4     117.9        3.5486E-17    1.0000
    5     118.7        3.4958E-17    1.0000
    6     119.4        3.4496E-17    1.0000
    7     120.2        3.4036E-17    1.0000
    8     120.8        3.3844E-17    1.0000
    9     121.6        3.3588E-17    1.0000
   10     122.3        3.3364E-17    1.0000
   11     123.1        3.3108E-17    1.0000
   12     123.8        3.2884E-17    1.0000
   13     124.6        3.2628E-17    1.0000
   14     125.4        3.1556E-17    1.0000
   15     126.2        2.9668E-17    1.0000
   16     127.0        2.7780E-17    1.0000
   17     127.8        2.5892E-17    1.0000
   18     128.6        2.4004E-17    1.0000
   19     129.4        2.2116E-17    1.0000
   20     130.3        2.1042E-17    1.0000
   21     131.1        2.1954E-17    1.0000
   22     132.0        2.2980E-17    1.0000
   23     132.9        2.4006E-17    1.0000
   24     133.8        2.5032E-17    1.0000
   25     134.6        2.5944E-17    1.0000
   26     135.6        2.8008E-17    1.0000
   27     136.5        3.0420E-17    1.0000
   28     137.4        3.2832E-17    1.0000
   29     138.4        3.5512E-17    1.0000
   30     139.9        3.9532E-17    1.0000
   31     141.8        3.6272E-17    1.0000
   32     143.9        3.2156E-17    1.0000
   33     145.9        1.6930E-17    1.0000
   34     148.1        1.6060E-18    1.0000
   35     150.4        4.2800E-18    1.0000
   36     152.6        9.0029E-18    1.0000
   37     155.0        3.8200E-18    1.0000
   38     157.4        4.6240E-18    1.0000
   39     160.0        7.6400E-18    1.0000
   40     162.6        1.2721E-17    1.0000
   41     165.3        1.9659E-18    1.0000
   42     168.1        1.1628E-18    1.0000
   43     170.9        8.0826E-19    1.0000
   44     173.1        6.8990E-19    1.0000
   45     174.6        7.1840E-19    1.0000
   46     176.2        8.5200E-19    1.0000
   47     177.8        6.0720E-19    1.0000
   48     179.4        2.0600E-18    1.0000
   49     181.0        2.6700E-19    1.0000
   50     182.7        2.8700E-18    1.0000
   51     184.3        9.9530E-20    1.0000
   52     186.1        2.0498E-19    1.0000
   53     187.8        4.9226E-19    1.0000
   54     189.6        7.9643E-19    1.0000
   55     191.4        1.1006E-18    1.0000
   56     193.2        1.4048E-18    1.0000
   57     195.1        1.7258E-18    1.0000
   58     197.0        2.0469E-18    1.0000
   59     199.0        2.3849E-18    1.0000
   60     201.0        2.7229E-18    1.0000
   61     203.1        3.0777E-18    1.0000
   62     205.1        3.4157E-18    1.0000
   63     207.3        3.7875E-18    1.0000
   64     209.4        4.1423E-18    1.0000
   65     211.6        4.5141E-18    1.0000
   66     213.9        4.9028E-18    1.0000
   67     216.2        5.2914E-18    1.0000
   68     218.6        5.6970E-18    1.0000
   69     221.0        6.4050E-18    1.0000
   70     223.5        7.2775E-18    1.0000
   71     226.0        9.5100E-18    1.0000
   72     228.6        1.1900E-17    1.0000
   73     231.2        1.5500E-17    1.0000
   74     233.9        1.9445E-17    1.0000
   75     236.7        2.3380E-17    1.0000
   76     239.5        2.6775E-17    1.0000
   77     242.4        2.9200E-17    1.0000
   78     245.4        2.9740E-17    1.0000
   79     248.5        2.9125E-17    1.0000
   80     251.6        2.6640E-17    1.0000
   81     254.8        2.2700E-17    1.0000
   82     258.1        1.8760E-17    1.0000
   83     261.4        1.4420E-17    1.0000
   84     264.9        1.0233E-17    1.0000
   85     268.5        6.9275E-18    1.0000
   86     272.1        4.3045E-18    1.0000
   87     275.9        2.8510E-18    1.0000
   88     279.7        2.0150E-18    1.0000
   89     283.7        1.6377E-18    1.0000
   90     287.8        1.2509E-18    1.0000
   91     292.0        8.5468E-19    1.0000
   92     296.3        4.4904E-19    1.0000
   93     300.8        9.9208E-20    1.0000
   94     305.3        9.4753E-20    1.0000
   95     310.0        9.0100E-20    1.0000
   96     315.0        8.5150E-20    1.0000
   97     320.0        8.0200E-20    1.0000
   98     325.0        7.5250E-20    1.0000
   99     330.0        7.0300E-20    1.0000
  100     335.0        6.5350E-20    1.0000
  101     340.0        6.0400E-20    1.0000
  102     345.0        5.5450E-20    1.0000
  103     350.0        5.0500E-20    1.0000
  104     355.0        4.5550E-20    1.0000
  105     360.0        4.0600E-20    1.0000
  106     365.0        3.5650E-20    1.0000
  107     370.0        3.0700E-20    1.0000
  108     375.0        2.5750E-20    1.0000
  109     380.0        2.0800E-20    1.0000
  110     385.0        1.5850E-20    1.0000
  111     390.0        1.0900E-20    1.0000
  112     395.0        5.9500E-21    1.0000
  113     400.0        1.0000E-21    1.0000
  114     405.0        9.4797E-22    1.0000
  115     410.0        8.9594E-22    1.0000
  116     415.0        8.4391E-22    1.0000
  117     420.0        7.9188E-22    1.0000
