 int. wave (nm)     cross-section       phi
    1     121.5        0.0000E+00    0.3300
    2     116.7        0.0000E+00    0.3300
    3     117.3        0.0000E+00    0.3300
    4     117.9        0.0000E+00    0.3300
    5     118.7        0.0000E+00    0.3300
    6     119.4        0.0000E+00    0.3300
    7     120.2        0.0000E+00    0.3300
    8     120.8        0.0000E+00    0.3300
    9     121.6        0.0000E+00    0.3300
   10     122.3        0.0000E+00    0.3300
   11     123.1        0.0000E+00    0.3300
   12     123.8        0.0000E+00    0.3300
   13     124.6        0.0000E+00    0.3300
   14     125.4        0.0000E+00    0.3300
   15     126.2        0.0000E+00    0.3300
   16     127.0        0.0000E+00    0.3300
   17     127.8        0.0000E+00    0.3300
   18     128.6        0.0000E+00    0.3300
   19     129.4        0.0000E+00    0.3300
   20     130.3        0.0000E+00    0.3300
   21     131.1        0.0000E+00    0.3300
   22     132.0        0.0000E+00    0.3300
   23     132.9        0.0000E+00    0.3300
   24     133.8        0.0000E+00    0.3300
   25     134.6        0.0000E+00    0.3300
   26     135.6        0.0000E+00    0.3300
   27     136.5        0.0000E+00    0.3300
   28     137.4        0.0000E+00    0.3300
   29     138.4        0.0000E+00    0.3300
   30     139.9        0.0000E+00    0.3300
   31     141.8        0.0000E+00    0.3300
   32     143.9        0.0000E+00    0.3300
   33     145.9        0.0000E+00    0.3300
   34     148.1        0.0000E+00    0.3300
   35     150.4        0.0000E+00    0.3300
   36     152.6        0.0000E+00    0.3300
   37     155.0        0.0000E+00    0.3300
   38     157.4        0.0000E+00    0.3300
   39     160.0        0.0000E+00    0.3300
   40     162.6        0.0000E+00    0.3300
   41     165.3        0.0000E+00    0.3300
   42     168.1        0.0000E+00    0.3300
   43     170.9        0.0000E+00    0.3300
   44     173.1        0.0000E+00    0.3300
   45     174.6        0.0000E+00    0.3300
   46     176.2        0.0000E+00    0.3300
   47     177.8        0.0000E+00    0.3300
   48     179.4        0.0000E+00    0.3300
   49     181.0        0.0000E+00    0.3300
   50     182.7        0.0000E+00    0.3300
   51     184.3        1.6540E-17    0.3300
   52     186.1        1.6180E-17    0.3300
   53     187.8        1.5840E-17    0.3300
   54     189.6        1.5640E-17    0.3300
   55     191.4        1.4452E-17    0.3300
   56     193.2        1.2976E-17    0.3491
   57     195.1        1.1402E-17    0.5310
   58     197.0        9.5440E-18    0.7129
   59     199.0        7.5880E-18    0.9043
   60     201.0        5.8740E-18    1.0000
   61     203.1        4.3284E-18    1.0000
   62     205.1        2.8924E-18    1.0000
   63     207.3        2.0652E-18    1.0000
   64     209.4        1.2756E-18    1.0000
   65     211.6        8.2792E-19    1.0000
   66     213.9        5.0868E-19    1.0000
   67     216.2        3.0680E-19    1.0000
   68     218.6        2.0840E-19    1.0000
   69     221.0        1.3804E-19    1.0000
   70     223.5        1.0564E-19    1.0000
   71     226.0        8.0260E-20    1.0000
   72     228.6        6.4816E-20    1.0000
   73     231.2        5.1868E-20    1.0000
   74     233.9        4.1446E-20    1.0000
   75     236.7        3.3290E-20    1.0000
   76     239.5        2.6850E-20    1.0000
   77     242.4        2.3444E-20    1.0000
   78     245.4        2.0848E-20    1.0000
   79     248.5        1.9670E-20    1.0000
   80     251.6        1.9068E-20    1.0000
   81     254.8        1.9004E-20    1.0000
   82     258.1        1.8876E-20    1.0000
   83     261.4        1.8324E-20    1.0000
   84     264.9        1.7134E-20    1.0000
   85     268.5        1.6260E-20    1.0000
   86     272.1        1.4892E-20    1.0000
   87     275.9        1.3050E-20    1.0000
   88     279.7        1.1150E-20    1.0000
   89     283.7        9.1352E-21    1.0000
   90     287.8        7.1304E-21    1.0000
   91     292.0        5.2780E-21    1.0000
   92     296.3        3.6532E-21    1.0000
   93     300.8        2.2580E-21    1.0000
   94     305.3        1.4150E-21    1.0000
   95     310.0        7.1000E-22    1.0000
   96     315.0        3.2000E-22    1.0000
   97     320.0        1.2000E-22    1.0000
   98     325.0        5.0000E-23    1.0000
   99     330.0        2.0000E-23    1.0000
  100     335.0        1.0300E-23    1.0000
  101     340.0        4.1000E-24    1.0000
  102     345.0        1.6000E-24    1.0000
  103     350.0        0.0000E+00    1.0000
  104     355.0        0.0000E+00    1.0000
  105     360.0        0.0000E+00    1.0000
  106     365.0        0.0000E+00    1.0000
  107     370.0        0.0000E+00    1.0000
  108     375.0        0.0000E+00    1.0000
  109     380.0        0.0000E+00    1.0000
  110     385.0        0.0000E+00    1.0000
  111     390.0        0.0000E+00    1.0000
  112     395.0        0.0000E+00    1.0000
  113     400.0        0.0000E+00    1.0000
