 int. wave (nm)     cross-section       phi
    1     121.5        7.4000E-18    0.0000
    2     116.7        1.6250E-17    0.0000
    3     117.3        1.2640E-17    0.0000
    4     117.9        1.6700E-17    0.0000
    5     118.7        1.3500E-17    0.0000
    6     119.4        1.9185E-17    0.0000
    7     120.2        7.9231E-18    0.0000
    8     120.8        1.2880E-17    0.0000
    9     121.6        1.0914E-17    0.0000
   10     122.3        2.5825E-17    0.0000
   11     123.1        7.2375E-18    0.0000
   12     123.8        2.2000E-17    0.0000
   13     124.6        6.9750E-18    0.0000
   14     125.4        8.2750E-18    0.0000
   15     126.2        1.9800E-17    0.0000
   16     127.0        9.1882E-18    0.0000
   17     127.8        1.2765E-17    0.0000
   18     128.6        4.9800E-17    0.0000
   19     129.4        2.6000E-17    0.0000
   20     130.3        1.0500E-17    0.0000
   21     131.1        6.0000E-18    0.0000
   22     132.0        6.0000E-18    0.0000
   23     132.9        3.3333E-18    0.0000
   24     133.8        1.2778E-17    0.0000
   25     134.6        7.8750E-18    0.0000
   26     135.6        1.0000E-17    0.0000
   27     136.5        9.3333E-18    0.0000
   28     137.4        4.8000E-17    0.0000
   29     138.4        8.5455E-18    0.0000
   30     139.9        3.1000E-17    0.0000
   31     141.8        3.8000E-18    0.0000
   32     143.9        3.2750E-18    0.0000
   33     145.9        4.0800E-18    0.0000
   34     148.1        5.2000E-18    0.0000
   35     150.4        1.2600E-17    0.0000
   36     152.6        5.3000E-17    0.0000
   37     155.0        7.0000E-18    0.0000
   38     157.4        5.0000E-19    0.0000
   39     160.0        5.0000E-19    0.0000
   40     162.6        5.0000E-19    0.0000
   41     165.3        5.0000E-19    0.0000
   42     168.1        1.9500E-18    0.0000
   43     170.9        1.9000E-18    0.0000
   44     173.1        1.1000E-17    0.0000
   45     174.6        2.5600E-17    0.0000
   46     176.2        4.0500E-18    0.0000
   47     177.8        4.4500E-18    0.0000
   48     179.4        4.8500E-18    0.0000
   49     181.0        4.4000E-18    0.0000
   50     182.7        3.3800E-18    0.0000
   51     184.3        2.4200E-18    0.0000
   52     186.1        1.8543E-18    0.0103
   53     187.8        1.6291E-18    0.0263
   54     189.6        1.3907E-18    0.0432
   55     191.4        1.1522E-18    0.0601
   56     193.2        9.1377E-19    0.0770
   57     195.1        6.6209E-19    0.0948
   58     197.0        4.1040E-19    0.1126
   59     199.0        1.4547E-19    0.1314
   60     201.0        1.2500E-20    0.1549
   61     203.1        1.1450E-20    0.1847
   62     205.1        1.0450E-20    0.2131
   63     207.3        9.3500E-21    0.2442
   64     209.4        8.3000E-21    0.2740
   65     211.6        7.5200E-21    0.3051
   66     213.9        6.8300E-21    0.3377
   67     216.2        6.1400E-21    0.3702
   68     218.6        5.4200E-21    0.4042
   69     221.0        4.8600E-21    0.4380
   70     223.5        4.5100E-21    0.4730
   71     226.0        4.1600E-21    0.5079
   72     228.6        3.7960E-21    0.5443
   73     231.2        3.5280E-21    0.5810
   74     233.9        3.3660E-21    0.6196
   75     236.7        3.1980E-21    0.6596
   76     239.5        3.0300E-21    0.6995
   77     242.4        3.4320E-21    0.7406
   78     245.4        3.9720E-21    0.7829
   79     248.5        4.5300E-21    0.8267
