200    9.354    9.456
205    11.47    11.63
210    13.14    13.16
215    13.63    13.69
220    12.87    13.09
225    11.11    11.40
230    8.775    9.106
235    6.299    6.551
240    4.074    4.179
245    2.348    2.298
250    1.220    1.157
255    0.552    0.491
260    0.216    0.179
265    0.070    0.047
270    0.026    0.01
275    0.1      0.003
280    0.003    0.001
285    0.002    0.000
290    0.001    0.000

