 int. wave (nm)     cross-section       phi
    1     121.5        1.5987E-17    1.0000
    2     116.7        1.6074E-17    1.0000
    3     117.3        1.6063E-17    1.0000
    4     117.9        1.6052E-17    1.0000
    5     118.7        1.6038E-17    1.0000
    6     119.4        1.6025E-17    1.0000
    7     120.2        1.6010E-17    1.0000
    8     120.8        1.5999E-17    1.0000
    9     121.6        1.5985E-17    1.0000
   10     122.3        1.5972E-17    1.0000
   11     123.1        1.5957E-17    1.0000
   12     123.8        1.5944E-17    1.0000
   13     124.6        1.5930E-17    1.0000
   14     125.4        1.5915E-17    1.0000
   15     126.2        1.5900E-17    1.0000
   16     127.0        1.5886E-17    1.0000
   17     127.8        1.5871E-17    1.0000
   18     128.6        1.5857E-17    1.0000
   19     129.4        1.5842E-17    1.0000
   20     130.3        1.5825E-17    1.0000
   21     131.1        1.5811E-17    1.0000
   22     132.0        1.5794E-17    1.0000
   23     132.9        1.5778E-17    1.0000
   24     133.8        1.5761E-17    1.0000
   25     134.6        1.5747E-17    1.0000
   26     135.6        1.5728E-17    1.0000
   27     136.5        1.5712E-17    1.0000
   28     137.4        1.5695E-17    1.0000
   29     138.4        1.5677E-17    1.0000
   30     139.9        1.5650E-17    1.0000
   31     141.8        1.5615E-17    1.0000
   32     143.9        1.5576E-17    1.0000
   33     145.9        1.5540E-17    1.0000
   34     148.1        1.5500E-17    1.0000
   35     150.4        1.5457E-17    1.0000
   36     152.6        1.5417E-17    1.0000
   37     155.0        1.5373E-17    1.0000
   38     157.4        1.5329E-17    1.0000
   39     160.0        1.5282E-17    1.0000
   40     162.6        1.5234E-17    1.0000
   41     165.3        1.5185E-17    1.0000
   42     168.1        1.5133E-17    1.0000
   43     170.9        1.5082E-17    1.0000
   44     173.1        1.5042E-17    1.0000
   45     174.6        1.5014E-17    1.0000
   46     176.2        1.4985E-17    1.0000
   47     177.8        1.4956E-17    1.0000
   48     179.4        1.4926E-17    1.0000
   49     181.0        1.4897E-17    1.0000
   50     182.7        1.4866E-17    1.0000
   51     184.3        1.4837E-17    1.0000
   52     186.1        1.4804E-17    1.0000
   53     187.8        1.4773E-17    1.0000
   54     189.6        1.4740E-17    1.0000
   55     191.4        1.4707E-17    1.0000
   56     193.2        1.4674E-17    1.0000
   57     195.1        1.4639E-17    1.0000
   58     197.0        1.4604E-17    1.0000
   59     199.0        1.4568E-17    1.0000
   60     201.0        1.4531E-17    1.0000
   61     203.1        1.4493E-17    1.0000
   62     205.1        1.4456E-17    1.0000
   63     207.3        1.4416E-17    1.0000
   64     209.4        1.4377E-17    1.0000
   65     211.6        1.4337E-17    1.0000
   66     213.9        1.4295E-17    1.0000
   67     216.2        1.4253E-17    1.0000
   68     218.6        1.4209E-17    1.0000
   69     221.0        1.4165E-17    1.0000
   70     223.5        1.4119E-17    1.0000
   71     226.0        1.4073E-17    1.0000
   72     228.6        1.4026E-17    1.0000
   73     231.2        2.3360E-17    1.0000
   74     233.9        4.4420E-17    1.0000
   75     236.7        6.2633E-17    1.0000
   76     239.5        6.8929E-17    1.0000
   77     242.4        6.6857E-17    1.0000
   78     245.4        6.4600E-17    1.0000
   79     248.5        6.1500E-17    1.0000
   80     251.6        5.6667E-17    1.0000
   81     254.8        4.4222E-17    1.0000
   82     258.1        3.1389E-17    1.0000
   83     261.4        2.2040E-17    1.0000
   84     264.9        1.7140E-17    1.0000
   85     268.5        1.2100E-17    1.0000
   86     272.1        9.3630E-18    1.0000
   87     275.9        8.2103E-18    1.0000
   88     279.7        7.0577E-18    1.0000
   89     283.7        5.8443E-18    1.0000
   90     287.8        4.6007E-18    1.0000
   91     292.0        3.3267E-18    1.0000
   92     296.3        2.0223E-18    1.0000
   93     300.8        8.9400E-19    1.0000
   94     305.3        8.6025E-19    1.0000
   95     310.0        8.2500E-19    1.0000
   96     315.0        7.8750E-19    1.0000
   97     320.0        7.5000E-19    1.0000
   98     325.0        7.1250E-19    1.0000
   99     330.0        6.7500E-19    1.0000
  100     335.0        6.3750E-19    1.0000
  101     340.0        6.0000E-19    1.0000
  102     345.0        5.6250E-19    1.0000
  103     350.0        5.2500E-19    1.0000
  104     355.0        4.8750E-19    1.0000
  105     360.0        4.5000E-19    1.0000
  106     365.0        5.2000E-19    1.0000
  107     370.0        5.9000E-19    1.0000
  108     375.0        6.2000E-19    1.0000
  109     380.0        6.5000E-19    1.0000
  110     385.0        7.1500E-19    1.0000
  111     390.0        7.8000E-19    1.0000
  112     395.0        4.9900E-18    1.0000
  113     400.0        9.2000E-18    1.0000
  114     405.0        5.1000E-18    1.0000
  115     410.0        1.0000E-18    1.0000
  116     415.0        1.0000E-18    1.0000
  117     420.0        1.0000E-18    1.0000
  118     425.0        9.7000E-19    1.0000
  119     430.0        9.4000E-19    1.0000
  120     435.0        8.7000E-19    1.0000
  121     440.0        8.0000E-19    1.0000
  122     445.0        7.0000E-19    1.0000
  123     450.0        6.0000E-19    1.0000
  124     455.0        5.0000E-19    1.0000
  125     460.0        4.0000E-19    1.0000
  126     465.0        3.6250E-19    1.0000
  127     470.0        3.2500E-19    1.0000
  128     475.0        2.8750E-19    1.0000
  129     480.0        2.5000E-19    1.0000
  130     485.0        2.1250E-19    1.0000
  131     490.0        1.7500E-19    1.0000
  132     495.0        1.3750E-19    1.0000
  133     500.0        1.0000E-19    1.0000
  134     505.0        9.5500E-20    1.0000
  135     510.0        9.1000E-20    1.0000
  136     515.0        8.6500E-20    1.0000
  137     520.0        8.2000E-20    1.0000
  138     525.0        7.7500E-20    1.0000
  139     530.0        7.3000E-20    1.0000
  140     535.0        6.8500E-20    1.0000
  141     540.0        6.4000E-20    1.0000
  142     545.0        5.9500E-20    1.0000
  143     550.0        5.5000E-20    1.0000
  144     555.0        5.0500E-20    1.0000
  145     560.0        4.6000E-20    1.0000
  146     565.0        4.1500E-20    1.0000
  147     570.0        3.7000E-20    1.0000
  148     575.0        3.2500E-20    1.0000
  149     580.0        2.8000E-20    1.0000
  150     585.0        2.3500E-20    1.0000
  151     590.0        1.9000E-20    1.0000
  152     595.0        1.4500E-20    1.0000
  153     600.0        1.0000E-20    1.0000
  154     605.0        9.9524E-21    1.0000
  155     610.0        9.9048E-21    1.0000
  156     615.0        9.8571E-21    1.0000
  157     620.0        9.8095E-21    1.0000
  158     625.0        9.7619E-21    1.0000
  159     630.0        9.7143E-21    1.0000
  160     635.0        9.6667E-21    1.0000
  161     640.0        9.6190E-21    1.0000
  162     645.0        9.5714E-21    1.0000
  163     650.0        9.5238E-21    1.0000
  164     655.0        9.4762E-21    1.0000
  165     660.0        9.4286E-21    1.0000
  166     665.0        9.3810E-21    1.0000
  167     670.0        9.3333E-21    1.0000
  168     675.0        9.2857E-21    1.0000
  169     680.0        9.2381E-21    1.0000
  170     685.0        9.1905E-21    1.0000
  171     690.0        9.1429E-21    1.0000
  172     695.0        9.0952E-21    1.0000
  173     700.0        9.0476E-21    1.0000
  174     705.0        9.0000E-21    1.0000
  175     710.0        8.9524E-21    1.0000
  176     715.0        8.9048E-21    1.0000
  177     720.0        8.8571E-21    1.0000
  178     725.0        8.8095E-21    1.0000
  179     730.0        8.7619E-21    1.0000
  180     735.0        8.7143E-21    1.0000
  181     740.0        8.6667E-21    1.0000
  182     745.0        8.6190E-21    1.0000
