 int. wave (nm)     cross-section       phi
    1     121.5        1.8690E-17    0.3900
    2     116.7        2.3343E-17    0.3900
    3     117.3        2.2317E-17    0.3900
    4     117.9        2.1291E-17    0.3900
    5     118.7        1.9923E-17    0.3900
    6     119.4        1.8726E-17    0.3900
    7     120.2        1.7832E-17    0.3900
    8     120.8        1.8228E-17    0.3900
    9     121.6        1.8756E-17    0.3900
   10     122.3        1.9218E-17    0.3900
   11     123.1        1.9746E-17    0.3900
   12     123.8        2.0208E-17    0.3900
   13     124.6        2.0736E-17    0.3900
   14     125.4        2.1264E-17    0.3900
   15     126.2        2.1792E-17    0.3900
   16     127.0        2.2320E-17    0.3900
   17     127.8        2.2848E-17    0.3900
   18     128.6        2.3376E-17    0.3900
   19     129.4        2.3904E-17    0.3900
   20     130.3        2.4114E-17    0.3900
   21     131.1        2.3618E-17    0.3900
   22     132.0        2.3060E-17    0.3900
   23     132.9        2.2502E-17    0.3900
   24     133.8        2.1944E-17    0.3900
   25     134.6        2.1448E-17    0.3900
   26     135.6        2.0828E-17    0.3900
   27     136.5        2.0270E-17    0.3900
   28     137.4        1.9712E-17    0.3900
   29     138.4        1.9092E-17    0.3900
   30     139.9        1.8162E-17    0.3900
   31     141.8        1.7632E-17    0.3900
   32     143.9        1.7086E-17    0.3900
   33     145.9        1.6566E-17    0.3900
   34     148.1        1.5994E-17    0.3900
   35     150.4        1.5676E-17    0.3900
   36     152.6        1.6644E-17    0.3900
   37     155.0        1.7700E-17    0.3900
   38     157.4        1.8756E-17    0.3900
   39     160.0        1.9900E-17    0.3900
   40     162.6        2.0576E-17    0.3900
   41     165.3        2.1212E-17    0.3900
   42     168.1        2.1324E-17    0.3900
   43     170.9        1.9978E-17    0.3900
   44     173.1        1.6502E-17    0.3900
   45     174.6        1.4132E-17    0.3900
   46     176.2        1.2228E-17    0.3900
   47     177.8        1.0532E-17    0.3900
   48     179.4        8.8360E-18    0.3900
   49     181.0        6.8200E-18    0.3900
   50     182.7        4.4740E-18    0.3900
   51     184.3        2.2660E-18    0.3900
   52     186.1        3.4414E-18    0.3900
   53     187.8        6.7509E-18    0.3900
   54     189.6        1.0255E-17    0.3900
   55     191.4        9.5568E-18    0.3900
   56     193.2        8.8584E-18    0.3900
   57     195.1        8.1094E-18    0.3900
   58     197.0        7.1480E-18    0.3900
   59     199.0        6.1360E-18    0.3900
   60     201.0        5.2380E-18    0.3900
   61     203.1        4.4148E-18    0.3900
   62     205.1        3.6444E-18    0.3900
   63     207.3        3.0812E-18    0.3900
   64     209.4        2.5436E-18    0.3900
   65     211.6        2.1404E-18    0.3900
   66     213.9        1.7816E-18    0.3900
   67     216.2        1.5068E-18    0.3900
   68     218.6        1.3004E-18    0.3900
   69     221.0        1.1310E-18    0.3900
   70     223.5        1.0085E-18    0.3900
   71     226.0        9.0640E-19    0.3900
   72     228.6        8.3204E-19    0.3900
   73     231.2        7.6560E-19    0.3900
   74     233.9        7.0620E-19    0.3900
   75     236.7        6.4766E-19    0.3900
   76     239.5        5.9110E-19    0.3900
   77     242.4        5.3684E-19    0.3900
   78     245.4        4.8284E-19    0.3900
   79     248.5        4.3510E-19    0.3900
   80     251.6        3.9216E-19    0.3900
   81     254.8        3.5248E-19    0.3900
   82     258.1        3.0970E-19    0.3900
   83     261.4        2.6960E-19    0.3900
   84     264.9        2.3110E-19    0.3900
   85     268.5        1.9570E-19    0.3900
   86     272.1        1.6126E-19    0.3900
   87     275.9        1.2662E-19    0.3900
   88     279.7        9.5460E-20    0.3900
   89     283.7        7.0060E-20    0.3900
   90     287.8        4.9120E-20    0.3900
   91     292.0        3.3000E-20    0.3900
   92     296.3        2.1400E-20    0.3900
   93     300.8        1.3120E-20    0.3900
   94     305.3        8.3080E-21    0.3900
   95     310.0        5.3000E-21    0.3900
   96     315.0        3.9000E-21    0.3900
   97     320.0        2.4000E-21    0.3900
   98     325.0        1.5000E-21    0.3900
   99     330.0        1.0000E-21    0.3900
  100     335.0        5.5000E-22    0.3900
  101     340.0        1.0000E-22    0.3900
  102     345.0        6.8500E-23    0.3900
  103     350.0        3.7000E-23    0.3900
  104     355.0        2.6500E-23    0.3900
  105     360.0        1.6000E-23    0.3900
  106     365.0        1.5784E-23    0.3900
  107     370.0        1.5568E-23    0.3900
  108     375.0        1.5351E-23    0.3900
  109     380.0        1.5135E-23    0.3900
  110     385.0        1.4919E-23    0.3900
  111     390.0        1.4703E-23    0.3900
  112     395.0        1.4486E-23    0.3900
  113     400.0        1.4270E-23    0.3900
  114     405.0        1.4054E-23    0.3900
  115     410.0        1.3838E-23    0.3900
  116     415.0        1.3622E-23    0.3900
  117     420.0        1.3405E-23    0.3900
  118     425.0        1.3189E-23    0.3900
  119     430.0        1.2973E-23    0.3900
  120     435.0        1.2757E-23    0.3900
  121     440.0        1.2541E-23    0.3900
  122     445.0        1.2324E-23    0.3900
  123     450.0        1.2108E-23    0.3900
  124     455.0        1.1892E-23    0.3900
  125     460.0        1.1676E-23    0.3900
  126     465.0        1.1459E-23    0.3900
  127     470.0        1.1243E-23    0.3900
  128     475.0        1.1027E-23    0.3900
  129     480.0        1.0811E-23    0.3900
  130     485.0        1.0595E-23    0.3900
  131     490.0        1.0378E-23    0.3900
  132     495.0        1.0162E-23    0.3900
  133     500.0        9.9459E-24    0.3900
  134     505.0        9.7297E-24    0.3900
  135     510.0        9.5135E-24    0.3900
  136     515.0        9.2973E-24    0.3900
  137     520.0        9.0811E-24    0.3900
  138     525.0        8.8649E-24    0.3900
  139     530.0        8.6486E-24    0.3900
  140     535.0        8.4324E-24    0.3900
  141     540.0        8.2162E-24    0.3900
  142     545.0        8.0000E-24    0.3900
  143     550.0        7.7838E-24    0.3900
  144     555.0        7.5676E-24    0.3900
  145     560.0        7.3514E-24    0.3900
  146     565.0        7.1351E-24    0.3900
  147     570.0        6.9189E-24    0.3900
  148     575.0        6.7027E-24    0.3900
  149     580.0        6.4865E-24    0.3900
  150     585.0        6.2703E-24    0.3900
  151     590.0        6.0541E-24    0.3900
  152     595.0        5.8378E-24    0.3900
  153     600.0        5.6216E-24    0.3900
  154     605.0        5.4054E-24    0.3900
  155     610.0        5.1892E-24    0.3900
  156     615.0        4.9730E-24    0.3900
  157     620.0        4.7568E-24    0.3900
  158     625.0        4.5405E-24    0.3900
  159     630.0        4.3243E-24    0.3900
  160     635.0        4.1081E-24    0.3900
  161     640.0        3.8919E-24    0.3900
  162     645.0        3.6757E-24    0.3900
  163     650.0        3.4595E-24    0.3900
  164     655.0        3.2432E-24    0.3900
  165     660.0        3.0270E-24    0.3900
  166     665.0        2.8108E-24    0.3900
  167     670.0        2.5946E-24    0.3900
  168     675.0        2.3784E-24    0.3900
  169     680.0        2.1622E-24    0.3900
  170     685.0        1.9459E-24    0.3900
  171     690.0        1.7297E-24    0.3900
  172     695.0        1.5135E-24    0.3900
  173     700.0        1.2973E-24    0.3900
  174     705.0        1.0811E-24    0.3900
  175     710.0        8.6487E-25    0.3900
  176     715.0        6.4865E-25    0.3900
  177     720.0        4.3243E-25    0.3900
  178     725.0        2.1622E-25    0.3900
  179     730.0        1.0000E-30    0.3900
  180     735.0        9.9180E-31    0.3900
  181     740.0        9.8361E-31    0.3900
  182     745.0        9.7541E-31    0.3900
  183     750.0        9.6721E-31    0.3900
  184     755.0        9.5902E-31    0.3900
  185     760.0        9.5082E-31    0.3900
  186     765.0        9.4262E-31    0.3900
  187     770.0        9.3443E-31    0.3900
  188     775.0        9.2623E-31    0.3900
  189     780.0        9.1803E-31    0.3900
  190     785.0        9.0984E-31    0.3900
  191     790.0        9.0164E-31    0.3900
  192     795.0        8.9344E-31    0.3900
  193     800.0        8.8525E-31    0.3900
  194     805.0        8.7705E-31    0.3900
  195     810.0        8.6885E-31    0.3900
  196     815.0        8.6066E-31    0.3900
  197     820.0        8.5246E-31    0.3900
  198     825.0        8.4426E-31    0.3900
  199     830.0        8.3607E-31    0.3900
  200     835.0        8.2787E-31    0.3900
  201     840.0        8.1967E-31    0.3900
  202     845.0        8.1148E-31    0.3900
  203     850.0        8.0328E-31    0.3900
