λ,Φ,ΔΦ,species
296.0,0.27,NaN,CO
297.0,0.26,NaN,CO
298.0,0.26,NaN,CO
299.0,0.26,NaN,CO
300.0,0.27,NaN,CO
301.0,0.27,NaN,CO
302.0,0.27,NaN,CO
303.0,0.27,NaN,CO
304.0,0.27,NaN,CO
305.0,0.27,NaN,CO
306.0,0.27,NaN,CO
307.0,0.28,NaN,CO
308.0,0.28,NaN,CO
309.0,0.28,NaN,CO
310.0,0.29,NaN,CO
311.0,0.29,NaN,CO
312.0,0.3,NaN,CO
313.0,0.31,NaN,CO
314.0,0.32,NaN,CO
315.0,0.33,NaN,CO
316.0,0.34,NaN,CO
317.0,0.35,NaN,CO
318.0,0.37,NaN,CO
319.0,0.39,NaN,CO
320.0,0.41,NaN,CO
321.0,0.43,NaN,CO
322.0,0.45,NaN,CO
323.0,0.48,NaN,CO
324.0,0.5,NaN,CO
325.0,0.53,NaN,CO
326.0,0.55,NaN,CO
327.0,0.58,NaN,CO
328.0,0.61,NaN,CO
329.0,0.63,NaN,CO
330.0,0.65,NaN,CO
331.0,0.67,NaN,CO
332.0,0.68,NaN,CO
333.0,0.7,NaN,CO
334.0,0.7,NaN,CO
335.0,0.71,NaN,CO
336.0,0.71,NaN,CO
337.0,0.7,NaN,CO
338.0,0.7,NaN,CO
339.0,0.68,NaN,CO
340.0,0.67,NaN,CO
341.0,0.65,NaN,CO
342.0,0.62,NaN,CO
343.0,0.59,NaN,CO
344.0,0.57,NaN,CO
345.0,0.53,NaN,CO
346.0,0.5,NaN,CO
347.0,0.47,NaN,CO
348.0,0.43,NaN,CO
349.0,0.4,NaN,CO
350.0,0.37,NaN,CO
351.0,0.33,NaN,CO
352.0,0.3,NaN,CO
353.0,0.27,NaN,CO
354.0,0.24,NaN,CO
355.0,0.22,NaN,CO
356.0,0.2,NaN,CO
357.0,0.17,NaN,CO
358.0,0.15,NaN,CO
359.0,0.14,NaN,CO
360.0,0.12,NaN,CO
