λ,Φ,ΔΦ,species
299.1,1.0,NaN,H2
317.2,1.01,NaN,H2
326.2,0.9,NaN,H2
329.8,0.96,NaN,H2
339.2,0.63,NaN,H2
353.5,0.34,NaN,H2
299.1,1.0,NaN,CO
317.2,1.01,NaN,CO
326.2,0.9,NaN,CO
329.8,0.96,NaN,CO
339.2,0.63,NaN,CO
353.5,0.34,NaN,CO
