λ,Φ,ΔΦ,species
585.0,0.999,NaN,NO2
586.0,0.999,NaN,NO2
587.0,0.999,NaN,NO2
588.0,1.0,NaN,NO2
589.0,0.999,NaN,NO2
590.0,0.999,NaN,NO2
591.0,0.999,NaN,NO2
592.0,1.0,NaN,NO2
593.0,0.999,NaN,NO2
594.0,1.0,NaN,NO2
595.0,0.962,NaN,NO2
596.0,0.905,NaN,NO2
597.0,0.778,NaN,NO2
598.0,0.717,NaN,NO2
599.0,0.658,NaN,NO2
600.0,0.551,NaN,NO2
601.0,0.505,NaN,NO2
602.0,0.463,NaN,NO2
603.0,0.39,NaN,NO2
604.0,0.36,NaN,NO2
605.0,0.307,NaN,NO2
606.0,0.285,NaN,NO2
607.0,0.266,NaN,NO2
608.0,0.229,NaN,NO2
609.0,0.208,NaN,NO2
610.0,0.188,NaN,NO2
611.0,0.153,NaN,NO2
612.0,0.137,NaN,NO2
613.0,0.123,NaN,NO2
614.0,0.099,NaN,NO2
615.0,0.089,NaN,NO2
616.0,0.08,NaN,NO2
617.0,0.065,NaN,NO2
618.0,0.059,NaN,NO2
619.0,0.053,NaN,NO2
620.0,0.046,NaN,NO2
621.0,0.04,NaN,NO2
622.0,0.036,NaN,NO2
623.0,0.033,NaN,NO2
624.0,0.027,NaN,NO2
625.0,0.023,NaN,NO2
626.0,0.02,NaN,NO2
627.0,0.017,NaN,NO2
628.0,0.014,NaN,NO2
629.0,0.012,NaN,NO2
630.0,0.011,NaN,NO2
631.0,0.009,NaN,NO2
632.0,0.007,NaN,NO2
633.0,0.006,NaN,NO2
634.0,0.005,NaN,NO2
635.0,0.004,NaN,NO2
636.0,0.003,NaN,NO2
637.0,0.003,NaN,NO2
638.0,0.002,NaN,NO2
639.0,0.002,NaN,NO2
640.0,0.002,NaN,NO2
585.0,0.999,NaN,total
586.0,0.999,NaN,total
587.0,0.999,NaN,total
588.0,1.0,NaN,total
589.0,0.999,NaN,total
590.0,0.999,NaN,total
591.0,0.999,NaN,total
592.0,1.0,NaN,total
593.0,0.999,NaN,total
594.0,1.0,NaN,total
595.0,0.962,NaN,total
596.0,0.905,NaN,total
597.0,0.778,NaN,total
598.0,0.717,NaN,total
599.0,0.658,NaN,total
600.0,0.551,NaN,total
601.0,0.505,NaN,total
602.0,0.463,NaN,total
603.0,0.39,NaN,total
604.0,0.36,NaN,total
605.0,0.307,NaN,total
606.0,0.285,NaN,total
607.0,0.266,NaN,total
608.0,0.229,NaN,total
609.0,0.208,NaN,total
610.0,0.188,NaN,total
611.0,0.153,NaN,total
612.0,0.137,NaN,total
613.0,0.123,NaN,total
614.0,0.099,NaN,total
615.0,0.089,NaN,total
616.0,0.08,NaN,total
617.0,0.065,NaN,total
618.0,0.059,NaN,total
619.0,0.053,NaN,total
620.0,0.046,NaN,total
621.0,0.04,NaN,total
622.0,0.036,NaN,total
623.0,0.033,NaN,total
624.0,0.027,NaN,total
625.0,0.023,NaN,total
626.0,0.02,NaN,total
627.0,0.017,NaN,total
628.0,0.014,NaN,total
629.0,0.012,NaN,total
630.0,0.011,NaN,total
631.0,0.009,NaN,total
632.0,0.007,NaN,total
633.0,0.006,NaN,total
634.0,0.005,NaN,total
635.0,0.004,NaN,total
636.0,0.003,NaN,total
637.0,0.003,NaN,total
638.0,0.002,NaN,total
639.0,0.002,NaN,total
640.0,0.002,NaN,total
