reaction,download_url,T2,λ2,author_year,comments,λ1,name,doi,T1,fname
ClOOCl → ClOO+Cl,https://uv-vis-spectral-atlas-mainz.org//uvvis_data/quantum_yields/Halogen%20oxides/Cl%20oxides/ClOOCl%7BClOO+Cl%7D_CoxHayman(1988)_203-233K_254nm.txt,233.0,NaN,CoxHayman(1988),,254.0,"dichloroperoxide, ClO-dimer → ClOO+Cl", https://doi.org/10.1038/332796a0,203.0,quantum-yields/Halogen oxides/Cl oxides/ClOOCl → ClOO+Cl/ClOOCl{ClOO+Cl}_CoxHayman(1988)_203-233K_254nm.csv
ClOOCl → ClOO+Cl,https://uv-vis-spectral-atlas-mainz.org//uvvis_data/quantum_yields/Halogen%20oxides/Cl%20oxides/ClOOCl%7BClOO+Cl%7D_Molina(1990)_235K_308nm.txt,NaN,NaN,Molina(1990),,308.0,"dichloroperoxide, ClO-dimer → ClOO+Cl", https://doi.org/10.1016/0009-2614(90)85275-H,235.0,quantum-yields/Halogen oxides/Cl oxides/ClOOCl → ClOO+Cl/ClOOCl{ClOO+Cl}_Molina(1990)_235K_308nm.csv
ClOOCl → ClOO+Cl,https://uv-vis-spectral-atlas-mainz.org//uvvis_data/quantum_yields/Halogen%20oxides/Cl%20oxides/ClOOCl%7BClOO+Cl%7D_Moore(1999)_298K_248-308nm.txt,NaN,308.0,Moore(1999),,248.0,"dichloroperoxide, ClO-dimer → ClOO+Cl", https://doi.org/10.1021/jp984410+,298.0,quantum-yields/Halogen oxides/Cl oxides/ClOOCl → ClOO+Cl/ClOOCl{ClOO+Cl}_Moore(1999)_298K_248-308nm.csv
ClOOCl → ClOO+Cl,https://uv-vis-spectral-atlas-mainz.org//uvvis_data/quantum_yields/Halogen%20oxides/Cl%20oxides/ClOOCl%7BClOO+Cl%7D_Plenge(2004)_170K_250-308nm.txt,NaN,308.0,Plenge(2004),,250.0,"dichloroperoxide, ClO-dimer → ClOO+Cl", https://doi.org/10.1021/jp049690+,170.0,quantum-yields/Halogen oxides/Cl oxides/ClOOCl → ClOO+Cl/ClOOCl{ClOO+Cl}_Plenge(2004)_170K_250-308nm.csv
