λ,Φ,ΔΦ,species
248.0,0.77,0.1,NO3
248.0,0.72,0.09,O(3P)
266.0,0.38,0.08,O(3P)
287.0,0.21,0.03,O(3P)
289.0,0.15,0.03,O(3P)
